Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.049562483179793e-07,0.7270977882689776,4e-07,3.2e-07,79,0.19560266191915746,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.967733041927924e-07,0.5317435752032533,4e-07,3.2e-07,110,0.002978524096600801,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.9047333003920486e-07,0.4921315672495487,6e-07,4.8e-07,119,0.18225020866707217,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.7947430072514907e-07,0.49563959494784615,5.73313807241727e-07,3.3390946085241055e-07,45,0.16100327762573985,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.7287169676444246e-07,0.26238525931113577,4.5627341141037913e-07,1.180720766354351e-07,175,0.19086318477659373,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.643478552854319e-07,0.26211983765972435,5.582633347997842e-07,2.7246815724937427e-07,64,0.14031021261217136,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.49597869798012617,5.287530381016455e-07,4.230024304813164e-07,149,0.20001179415031883,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.1792133729869766e-07,0.5838408372166801,5.732342157914717e-07,3.267026487483218e-07,10,0.1809034100318201,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.7470611680015922,5.743442725233133e-07,4.563216799506812e-07,104,0.1999949993281287,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.6176752766759825e-07,0.6730550640565358,4.705588845061224e-07,3.7644710760489794e-07,377,0.199827190651652,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.477755285523352e-07,0.5643418345685177,4.863389081250664e-07,2.9873738330158494e-07,373,0.19986536538430044,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.1360344658699156e-07,0.5214972563084491,4e-07,3.2e-07,110,0.19599519562329026,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.4127965419183053,4.1086219136174164e-07,3.2868975308939333e-07,94,0.17611354199261386,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.646829579718892e-07,0.5701446403357097,5.035746072833674e-07,1.5504584666891713e-07,487,0.20797602762233428,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.9342289621481683e-07,0.5897866285686607,5.173218214181791e-07,3.481979762572886e-07,59,0.20494471435144998,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.859475239153885e-07,0.10445411412740509,4.513825255302567e-07,3.611060204242054e-07,360,0.22434043605833173,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.28184479508853505,5.138755754256329e-07,4.1110046034050634e-07,109,0.19952115088830163,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.431853283945476e-07,0.12987308165036693,5.787993901257319e-07,2.533176310051962e-07,277,0.19544890064226125,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.3767713658293631e-07,0.691032028595715,4e-07,3.2e-07,100,0.1947242679270206,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.529547732933353e-07,0.5095087086018469,5.768257634685755e-07,1.7767851939268338e-07,259,0.2038133743214996,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.923017175252766e-07,0.2619596274231899,4.478018392552395e-07,1.7767119100731816e-07,496,0.17967874970353942,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.587901247269575e-07,0.4830076071860716,4e-07,3.2e-07,148,0.014425307410347246,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.3948241606054101,5.484498755294738e-07,3.571309622715587e-07,52,0.19890742122128163,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.6223725239806581,6e-07,4.8e-07,149,0.19987177182213448,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.4969534040293315e-07,0.42804104326757253,4.94752751800312e-07,3.9580220144024964e-07,124,0.19996234958754003,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.6760925460047536e-07,0.3317213096758234,4.2447092933594393e-07,3.1174173461520045e-07,333,0.10774631782117607,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.38089446491992024,4e-07,3.2e-07,59,0.001079515616998568,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.7152546726810267e-07,0.26841618055390404,4.5387258457747575e-07,2.4179230278491503e-07,282,0.39659700511789103,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.572655316374201e-07,0.8499640178142944,4.5104780341118725e-07,1.8652417625325908e-07,100,0.2005112170582036,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.39280171879254355,6e-07,4.8e-07,90,0.20031683436352613,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.735990629585949e-07,0.5192753580504699,5.47423566404271e-07,4.0108813047575214e-07,80,0.18584956219242013,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.4764469657663483e-07,0.7497006049161091,5.084407089239765e-07,4.0675256713918123e-07,432,0.19999919095134264,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.5629197695155855e-07,0.856159317575375,4.445476688093025e-07,1.1573635384422797e-07,248,0.022079567296412847,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.5673914256958082,4e-07,3.2e-07,58,0.19773535316237134,1,reflection_band,1450.0,8,20,0.2,0.6,0.2
