Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.913698345548061e-07,0.7311479614472496,4.349435969824807e-07,1.4900856755101333e-07,233,0.45137241087454383,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.790336404360351e-07,0.3226039156372679,4.287996752934225e-07,3.43039740234738e-07,106,0.0478880907522027,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2e-07,0.4018643480081536,4.989976286103387e-07,2.0066455039757893e-07,69,0.4684934121378192,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.4624549070776826e-07,0.5430857648438938,4e-07,2.97788372572975e-07,142,0.026281238234348574,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.979594360502298e-07,0.28922080236006675,5.334634261477776e-07,2.2300067121864445e-07,494,0.16712638488154472,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.3423146217298643e-07,0.8520854963314236,4.90002089143287e-07,3.920016713146296e-07,322,0.4999527517159651,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.3157347075896157e-07,0.6853041283622483,5.74777013622696e-07,2.3545709665256365e-07,22,0.4281869114708872,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.321571904010636e-07,0.5199627149432844,6e-07,1.7630200869015338e-07,128,0.4710066866102151,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.7805511635098494e-07,0.3028232749378253,4.175525787027468e-07,2.4258568671268153e-07,112,0.47664326802055623,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.4212813681451945e-07,0.6274774623124738,5.476248662307835e-07,2.1687815462774013e-07,129,0.49377129059823543,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.571577646784976e-07,0.3436125695264346,5.881919072138257e-07,3.779846105760609e-07,219,0.4802317048464984,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.3110011745882895e-07,0.8772506131476506,4.267552023114218e-07,3.4140416184913743e-07,256,0.20938684435225555,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.618377903909311e-07,0.18672623205659067,5.106973576120006e-07,2.77629298493268e-07,395,0.4961907888818256,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.083444733974072e-07,0.8917096918166133,4.1360325076803763e-07,1.4150845555746887e-07,37,0.4595814004121617,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.2975790714864295e-07,0.729653278265475,4e-07,3.2e-07,86,0.23035955052587104,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.570426487445104e-07,0.7860297690537388,4.745350458494214e-07,1.5234544799122708e-07,392,0.03024086663455082,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.3022976524619096e-07,0.4796872089946211,6e-07,1.320920206446116e-07,85,0.408333242445975,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.6979517542413996e-07,0.2774152410555665,6e-07,1.38998826432411e-07,125,0.38230881652769033,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2e-07,0.376704134368822,5.985494473301766e-07,3.4625946910904364e-07,81,0.4999833104272325,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.575055257876721e-07,0.530434589476513,6e-07,1.4841504060462721e-07,89,0.42841705471451214,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.889857485017027e-07,0.46363594105444317,5.784067661271574e-07,4.601718298570861e-07,9,0.49970670593900074,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2e-07,0.3850634613916176,4e-07,3.1788165286594147e-07,83,0.1783583739518632,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.984853396740505e-07,0.6377874193008528,5.989235945541998e-07,3.722297795046864e-07,261,0.4615733084670922,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
4e-07,0.5715233876428989,6e-07,1.482778645080637e-07,102,0.1365699880659904,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.195885852105994e-07,0.5755278589176668,4.7141801813959546e-07,2.830278242441045e-07,68,0.49500594156281635,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.5021402045570657e-07,0.6447095957948827,4.974721400240133e-07,1.1428027126789052e-07,462,0.2494624228158308,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.192506735810479e-07,0.6738393888371912,5.209050739951026e-07,1.1171223563537285e-07,467,0.46998171614262935,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.3789225725094304e-07,0.12186513085522935,4.3407226217095716e-07,1.3821340691785892e-07,242,0.36811282793676137,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.9678740036306044e-07,0.21339617406360578,5.914069399788082e-07,2.29652709092767e-07,150,0.17240850597979496,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.3332629421433596e-07,0.42355466903497235,4.893787323333216e-07,3.012836224082002e-07,72,0.4931285456397594,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.650211918070493e-07,0.5986553228281182,4.795234023318929e-07,3.7779300457989156e-07,473,0.26336609764134344,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.502108039725871e-07,0.4087092494217479,4e-07,1.734980642723774e-07,89,0.18676149546304344,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.692489050720731e-07,0.22493004251826473,4.14610941555383e-07,2.602312777517619e-07,47,0.027988441590355115,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.471642262997645e-07,0.6569117967699374,5.9193729537251e-07,1.5581741023985342e-07,362,0.10445040394670405,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.6485956279509575e-07,0.5118689140668935,6e-07,1.5768040510730788e-07,122,0.4257905350800715,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.0277712739767683e-07,0.7846902040558592,4.11815460866839e-07,2.5655831872579204e-07,228,0.4752446386027363,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.415247460719204e-07,0.4812002018855288,6e-07,2.7677831918129365e-07,92,0.3286804244174185,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.460717973882562e-07,0.4397190684569148,6e-07,2.796747780235854e-07,101,0.3144477246482827,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
4e-07,0.7060436734549324,4.7600427156302535e-07,2.1675634551878967e-07,122,0.12811534306578531,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.906996312736994e-07,0.5826754018281635,4e-07,1.732769170491564e-07,141,0.31131312055263716,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.521743397576235e-07,0.33782632118927614,5.689020634906107e-07,3.850418915401846e-07,184,0.4998857999424629,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.595014404764864e-07,0.3665576679392303,4e-07,1.3208672816333326e-07,74,0.03087213037117665,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
