Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.496263699797021e-07,0.5837988820910955,4.85424978962789e-07,1.99299632995091e-07,61,0.4885789065918389,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.2784931344035818e-07,0.2716904030629937,4e-07,2.230357400260626e-07,117,0.48522565578247684,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.5171923890541074e-07,0.5138522691313054,4.5387837462914644e-07,3.631026997033172e-07,68,0.32130645484778414,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.308991862195254e-07,0.6866489363373149,4.833380186865837e-07,3.8667041494926694e-07,82,0.6945462283788829,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.3164204923622986e-07,0.4112636567717557,5.113258489039511e-07,1.412662882970388e-07,365,0.34632234391194505,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.711101457323122e-07,0.7885323588768423,4.4876076151260974e-07,3.590086092100878e-07,439,0.1356034370441534,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.3551984291301564e-07,0.49305440329378225,4.4104353954282976e-07,3.5283483163426385e-07,481,0.49627728939324,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.1367346700658336e-07,0.19579923108213457,5.374117632370342e-07,1.222942921317882e-07,407,0.4105058114520681,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.748706240633646e-07,0.5450158306635342,4.063246876633366e-07,3.250597501306693e-07,52,0.4828601902925449,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.2547068171233475e-07,0.40116938891795023,6e-07,2.790255663040995e-07,126,0.19873921407729972,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.7408787149394143e-07,0.48056841001563366,5.145410751379348e-07,3.187819292006257e-07,104,0.07760337003332772,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2e-07,0.5759642024564808,6e-07,2.0177171820442648e-07,106,0.44961944482599825,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.254414080808269e-07,0.7189735299286703,4.123346726934371e-07,2.6294790511965863e-07,329,0.47524840773619825,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.5226774515974305e-07,0.3757252642565877,4.5892494639733546e-07,3.671399571178684e-07,243,0.4980811651038655,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.5128819759154006e-07,0.8447462152874287,4.0452914473307044e-07,3.2362331578645637e-07,414,0.4896694115737291,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
4e-07,0.6937430936877578,6e-07,3.4907318337994933e-07,85,0.4916036037949335,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.7146788377235754e-07,0.4514059090518224,4e-07,3.2e-07,87,0.465962991014415,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.0795944442337212e-07,0.613669633075268,5.212267944309646e-07,1.3789283032588237e-07,140,0.44090565534790965,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.716217388112046e-07,0.7636695677190083,5.236071531029996e-07,1.73571686682948e-07,60,0.05842607401389487,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.6371445965855604e-07,0.4969063758391442,5.82651745199253e-07,4.176708780380945e-07,385,0.499454556843136,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.4994739510730913e-07,0.3949724036599009,5.530650792232758e-07,1.8562199885620093e-07,79,0.3139492312330253,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.8695315277208647e-07,0.34365028173354006,5.563855898604278e-07,2.8162619971331386e-07,82,0.4901065530730339,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.950006259073498e-07,0.47359243439972687,5.15763483464956e-07,2.101606549199059e-07,46,0.16532335312132762,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.240190500173927e-07,0.856735640050125,4.788626265924698e-07,3.092408347815116e-07,278,0.36242021007864295,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.420426957781745e-07,0.25958826266725155,5.247875210558582e-07,2.743616552694338e-07,75,0.1478553080196691,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
4e-07,0.6628684189920957,6e-07,2.323352069087041e-07,108,0.46046452679395083,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.951138174249291e-07,0.6500207870054088,5.799029706497985e-07,1.859063497266658e-07,197,0.13437391950732847,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.558189581689761e-07,0.3822684197040045,4e-07,2.0149587761271713e-07,148,0.2346224929929864,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.559246837244636e-07,0.819459568033719,4.437996376449145e-07,1.8047557726958807e-07,91,0.07351519172404186,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.411228427661055e-07,0.41942773689155455,5.879114694317942e-07,2.654619875882517e-07,157,0.27257646181493933,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.221089727274537e-07,0.7417752333449166,4e-07,3.2e-07,75,0.012016444142133861,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
4e-07,0.7051574302361925,6e-07,3.2138369635074803e-07,84,0.20060450297754573,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2e-07,0.6094567449189229,6e-07,2.3129196563622745e-07,146,0.49626837096669785,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.6007202260291366e-07,0.18493845766927983,5.387708217236036e-07,1.9991986214029733e-07,62,0.4097281527893936,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2e-07,0.6341748602325776,4e-07,3.017761700139237e-07,110,0.2088749988880709,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.3192296269167225e-07,0.7438854434978653,4.173157776010923e-07,3.322262954889007e-07,398,0.49692010309511986,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.879786747731304e-07,0.30589176461474077,5.141448547306843e-07,2.6940275451150906e-07,411,0.49609804488547043,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.6413435378728635e-07,0.3257404684493577,4e-07,2.4965868306105526e-07,56,0.14049456128906784,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.6680061225073454e-07,0.3994193602838515,6e-07,1.5293073373167052e-07,75,0.24542308691296613,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
4e-07,0.3178544570390396,4e-07,1.636273588786946e-07,136,0.17511673926409504,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.546099421668491e-07,0.18101917661187006,4.4888960958316064e-07,3.1135395919772635e-07,320,0.4985055280275496,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.1172163508985245e-07,0.8966793175655743,4.804448835851413e-07,3.5017453996566057e-07,146,0.02905754004714447,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.38304352419135e-07,0.6186650604874757,4.947361048547221e-07,1.5532093172422675e-07,140,0.4377460559134991,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
2.5537611401353976e-07,0.3028122766738228,5.041063403660372e-07,3.807735112419984e-07,37,0.49930388393255315,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
3.6179116329395113e-07,0.4423887971305106,4.323346340140833e-07,3.4586770721126665e-07,264,0.1645561451762535,1,reflection_band,1540.0,5,20,0.5,0.2,0.3
