Lambda,DC,w,w_c,N,Fitness,generation,optimizer_type,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
3.049628605542744e-07,0.6608490460199156,5.628789372742679e-07,2.844023444976485e-07,336,0.2034847926840279,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.7085607964485385e-07,0.6476101764216821,4.216807938293843e-07,3.3734463506350747e-07,11,0.0009692380044768745,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.4724014826393964e-07,0.23832737638630253,5.432702128143069e-07,1.9259617801023808e-07,26,0.0025844794736638297,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.415570791807891e-07,0.8427376620251223,4.0983210671012873e-07,3.27865685368103e-07,343,0.005961889937477348,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.2499941574013194e-07,0.6267287170303455,4.074297033438064e-07,2.1212316051286548e-07,286,0.026333017536278477,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.8514109156519396e-07,0.8527505676946884,5.642362916170623e-07,2.8322118848730577e-07,479,0.3114255594039681,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.736861662828254e-07,0.8831938008031542,4.991246937589448e-07,2.3480685838993475e-07,100,0.013499883712146664,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.363986334440659e-07,0.5984402978764145,4.3588332025410664e-07,2.562980143374561e-07,447,0.0013648118486906367,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.792285133122115e-07,0.2609318433195632,4.1772829499457283e-07,3.0262261825803473e-07,251,0.001959340827179466,1,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.3781478743688745e-07,0.5564416218807394,4.777604268010578e-07,3.38930911085466e-07,408,0.4384555582411412,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.2290266217282854e-07,0.1,4.555618012273366e-07,1e-07,2,0.1765776850688498,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.3858318545758136e-07,0.39137350687714834,4.516636276824555e-07,3.1214640798432083e-07,372,0.001162893739180027,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.4222003420568594,6e-07,3.908640122840967e-07,500,0.0008976440729717017,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.765042130209101,5.395093589644392e-07,4.3160748717155136e-07,410,4.355152464830491e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.1597253714943433e-07,0.5519784803913292,4.3277473829023633e-07,2.96272413331596e-07,407,0.45640197299681967,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.7214622757544536e-07,0.7953982218154929,5.158902042721757e-07,4.1271216341774056e-07,478,1.4098963350954367e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.1871477688988587e-07,0.5219684348871357,4.7323681185768083e-07,3.1892145496379705e-07,362,0.06577058858540907,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.6378245256941355e-07,0.7471685873876559,5.156068671898639e-07,4.1248549375189116e-07,430,1.857012622512706e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.5823667650258463,4e-07,1e-07,355,0.014007245444940579,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.966725584790744e-07,0.8150382069645286,5.093568300679397e-07,4.074854640543518e-07,500,0.00010997277001380163,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.306979658316916e-07,0.518675593701842,4.7146854416300867e-07,3.335608572565178e-07,384,0.07782574107620081,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.9,6e-07,4.8e-07,500,6.426488539641946e-07,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.744285851174487e-07,0.37186270182143083,5.658138532596148e-07,4.5265108260769185e-07,245,0.0007988056109200005,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.963678964560066e-07,0.3607214961965699,4.4517386622137116e-07,2.841394928713955e-07,307,0.0005091435726715784,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.3781478743688745e-07,0.5564416218807394,4.777604268010578e-07,3.38930911085466e-07,408,0.4384555582411412,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.830837576769643e-07,0.6778673986940413,4.94645269978483e-07,3.761139808465596e-07,449,7.189565592520227e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.7054761925436154e-07,0.7142037694064572,5.323008687398029e-07,3.515672506027915e-07,495,0.0012443233910750214,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.0188024964388766e-07,0.4487789169776799,4.744739275911243e-07,2.8281863349129584e-07,400,0.008359446333594003,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.5623105929387948,5.138128195216165e-07,3.41701200082774e-07,500,0.061856724247211586,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.472455275501215e-07,0.6192914669383762,5.417247116534399e-07,4.333797693227519e-07,500,3.767270708073164e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.070828900340664e-07,0.46618783031550537,4.655185889140958e-07,3.134166292516402e-07,212,0.5334619668575015,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.852125526913836e-07,0.439847354328956,4.244157388176324e-07,2.6807303847981706e-07,306,0.0005015479808709583,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.4277236723103025e-07,0.5577374726132469,4.806632738038599e-07,3.421892463357383e-07,409,0.42629763980482394,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.9334583875583074e-07,0.6055801196530957,5.234391743857487e-07,3.5029471231498115e-07,500,0.010427812853265987,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.32066122099651e-07,0.4945279671154923,4.283890405805913e-07,3.152268507245401e-07,398,0.005759959821193379,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.6300404367141312,6e-07,4.8e-07,454,1.2006649548539995e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.460201823469861e-07,0.565713159533506,4.8045740270257e-07,3.4048721981209636e-07,417,0.4392857910040458,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.9,6e-07,4.509279048859504e-07,500,4.797856160723532e-07,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.1760367182149138e-07,0.27991018596387646,4e-07,1.5401264662168995e-07,317,0.035058559038058205,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.705166150491466e-07,0.5160015238731298,4e-07,2.4448943354904326e-07,270,0.001069165979801947,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.4850399674157377e-07,0.5954645438743179,4.960366890863206e-07,3.610921264605444e-07,499,0.0001557578723810108,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.8815928345063897,6e-07,4.8e-07,500,8.787374743680543e-07,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.559444532181888e-07,0.7029075470543908,5.102424819873752e-07,4.081939855899002e-07,492,2.5226823593933577e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.6849564454101257e-07,0.6169106573614563,4.842226795646326e-07,3.8737814365170615e-07,500,1.6937612402704266e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.4455126476886507e-07,0.5788337430376503,4.960754793055008e-07,3.5912809811281346e-07,411,0.00022839738972650967,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.9817553779821267e-07,0.3983400203254885,4.4221847185382473e-07,3.057218480757886e-07,395,0.0027035946343202384,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.717453201333759e-07,0.5656363271585955,4.892438989474472e-07,3.5191862428313625e-07,428,0.027007126727145392,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.686281619321549e-07,0.606884824234368,4.871726698427985e-07,3.525081936678955e-07,417,0.021891109565916163,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.507035603328105e-07,0.1,4e-07,1.8477965348492353e-07,315,0.03111109641101079,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.2803608360722484e-07,0.5173486832903569,4.746976768652178e-07,3.2582819619470944e-07,372,0.048233997657754976,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.6944575793729854,5.204802345992828e-07,3.533200903141372e-07,500,0.006422406455014352,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.3494354139228874e-07,0.5537870465865622,4.712092226517321e-07,3.2684920851543467e-07,389,0.04705387864539127,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.3441489610107376e-07,0.530807649077909,4.0685107622769993e-07,3.251196877591657e-07,298,0.0011871434347372816,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.758375914479801e-07,0.3811665756780948,4e-07,2.790175548188503e-07,299,0.00023921566815247834,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.401004030507407e-07,0.8353065358220724,5.143658118540579e-07,4.094176585998907e-07,500,1.8325181029921056e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.9,6e-07,4.8e-07,500,6.426488539641946e-07,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.265240335849689e-07,0.5205582312205648,4.48506369545025e-07,3.201901953447755e-07,383,0.020553931309096954,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.371915315977464e-07,0.554675315660762,4.774143473698178e-07,3.386468820920186e-07,403,0.43986379262580294,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.432942164988273e-07,0.6290085741383239,5.790257158027358e-07,3.6022209584878896e-07,500,0.0003731510602822191,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.7292323091802865,6e-07,2.0228399519167407e-07,500,0.11824040148196233,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.4255873410218783e-07,0.5824602375353318,5.037951926204262e-07,3.8587213290078254e-07,453,3.323310647844126e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.593070970610226e-07,0.1,4e-07,2.465163071306698e-07,290,0.004880549887726099,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.7045589397906329,6e-07,4.8e-07,500,2.8006840920906834e-06,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.391890286076265e-07,0.5971972953190448,5.183981287882446e-07,4.147185030305957e-07,446,5.242862082621514e-05,2,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.070828900340664e-07,0.46618783031550537,4.655185889140958e-07,3.134166292516402e-07,212,0.5334619668575015,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.834995289547314e-07,0.6316925955230365,5.423708654720969e-07,3.8476659277018106e-07,463,0.0005619396161223435,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.508822639939727e-07,0.6159671061125358,4.923172042322005e-07,3.9385376338576044e-07,298,3.3908107980093726e-05,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.825722674466739e-07,0.9,6e-07,4.8e-07,500,1.4876960732015833e-06,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.34357397344409557,4.4281157032005607e-07,3.113348523737881e-07,2,0.004364172477420775,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.9,6e-07,3.659607195732163e-07,500,1.546380462890028e-05,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.9859645986330853e-07,0.8998978932116524,5.502051227122705e-07,4.401640981698163e-07,475,2.7411717027485145e-05,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.0828895763845029e-07,0.42822382937048253,4e-07,2.698660361836283e-07,205,9.468876394279857e-05,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.125639734167352e-07,0.4892543799171579,4.6663683640956665e-07,3.13663387201795e-07,254,0.3488559728791703,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.3017206286417373e-07,0.5830154618826118,4.833940772718014e-07,3.486538586384794e-07,306,0.10426885989277684,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.0648794552423446e-07,0.4633347794858032,4.651238193962297e-07,3.1313506995901427e-07,204,0.5165309961251392,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.8367918023449172,6e-07,4.8e-07,438,1.366046561508652e-06,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.7776583319808776e-07,0.4969054950738034,5.460694235556034e-07,4.141667877865485e-07,223,4.213264713233297e-05,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.470660132349517e-07,0.6218768492652158,4.850832309915487e-07,3.553987671093021e-07,341,0.0011626208613397888,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.921427049506739e-07,0.4329812081422222,4.617543226708513e-07,3.006722918066088e-07,103,0.005752871626940175,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.759286206069599e-07,0.3207345201548313,4.204281839774399e-07,2.575627266036487e-07,115,0.001311413172565797,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.340631018428634e-07,0.5441227902590876,5.483862990788378e-07,4.28457358252631e-07,239,6.449353675089164e-05,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.2526742038507131,4e-07,1e-07,134,0.01962344874137518,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.0704979290740176e-07,0.18757307919405153,4.2718176189810175e-07,2.3089375212939067e-07,2,0.010030125311111221,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.1830857406661852e-07,0.1192637102204242,4e-07,2.6005162863176014e-07,2,0.00040595071340745944,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.040376452356079e-07,0.45599792695625985,4.6027678927402515e-07,2.955068026166218e-07,102,0.014839542340802984,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.070326946111788e-07,0.46411199893357363,4.613235473426866e-07,3.1040402230158074e-07,202,0.48675338172704036,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.664226809299104e-07,0.31118740542547907,4e-07,1.9196727577895858e-07,2,0.009861762743542384,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.7600126389993401,6e-07,4.8e-07,366,1.7299638483617041e-06,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.6178857206201052,6e-07,4.002258052645173e-07,339,0.0005137358775903443,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.9,6e-07,4.8e-07,500,6.426488539641946e-07,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.0653878394828115e-07,0.4661577466408199,4.596460718655951e-07,3.1185671304892635e-07,197,0.4820611904085581,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.531019779499276e-07,0.28159108411025924,4.3249040684949625e-07,2.058324549987691e-07,106,0.012565529575907173,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
4e-07,0.9,6e-07,4.8e-07,500,6.426488539641946e-07,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.1591573075006505e-07,0.4887649364256351,4.6890742657694925e-07,3.195575342890762e-07,259,0.09053597803352743,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.9390928060713103e-07,0.8715635990429682,5.911847394007239e-07,4.419140365730949e-07,481,4.29581762045523e-06,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.297240545071066e-07,0.5133221579020085,4.820969316542101e-07,3.537510427666114e-07,239,0.0038132258192585013,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.2058151390526367e-07,0.4933743708703012,4.853406164028192e-07,3.2518487997361167e-07,227,0.0881715684832248,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.706787123099737e-07,0.3525691264693172,4.3869684437896065e-07,2.715155934890475e-07,2,0.0002886687831049358,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,2,0.17021359620762042,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.066276391052464e-07,0.2807440193875181,4e-07,2.370011704997283e-07,333,0.02260224029164425,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2.482627372845275e-07,0.3218279203772135,4.4760411043257183e-07,2.425774752432161e-07,2,0.00027602290544859203,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.185470577735542e-07,0.5006540073983078,4.748680554848692e-07,3.274029297077462e-07,273,0.08242797572286054,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.0162285848459365e-07,0.42459845860333834,4.512360758971067e-07,3.086998798884203e-07,100,0.0069259548133790115,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
2e-07,0.1,4e-07,1e-07,151,0.0944306008426165,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
3.163388692782253e-07,0.4702410211776115,4.94706156998182e-07,3.2788202107192095e-07,240,0.1923522942290544,3,WOA,reflection_band,1450.0,8,20,0.2,0.6,0.2
