Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697054,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.218981282969419e-07,0.1855887227084308,4.333176612033261e-07,3.466541289626609e-07,329,0.49930559798358604,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2e-07,0.5058799887041452,4e-07,2.4994876408123755e-07,124,0.17407667300800764,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2e-07,0.6625080803374019,4e-07,1.6882185949588667e-07,115,0.32654729615139383,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697054,2,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697054,2,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,29,0.4994593613651815,2,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.4996046227669706,2,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697065,3,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.18073780834588132,5.165282879353498e-07,3.599082745916101e-07,74,0.49960262082470047,3,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.4996046227669706,3,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697054,3,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.4996046227669706,4,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697065,4,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697065,4,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.6127129761910946e-07,0.17672947216425217,5.165282879353498e-07,3.599082745916101e-07,74,0.49960462276697054,4,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
