Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
3.2244392396788386e-07,0.36289224251979135,5.89073320130499e-07,4.597937868520941e-07,231,0.10596975927333573,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.5078135528836264e-07,0.6530509927222986,5.267134666753153e-07,4.213707733402523e-07,361,0.49697046922888455,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.5116620282409114e-07,0.5665715907986884,4.921453924941056e-07,3.937163139952845e-07,197,0.22264472464977467,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0724083721032833e-07,0.4589629058230339,4.921453924941056e-07,3.937163139952845e-07,197,0.5388696638821854,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.7513910339646974e-07,0.4475148120834403,5.267134666753153e-07,4.213707733402523e-07,361,0.44873256245380316,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0604373877874816e-07,0.5969710222002326,4.6761037202779297e-07,2.9827034225000236e-07,264,0.44027751649553076,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.1192555785689944e-07,0.43212278255105363,4.921453924941056e-07,3.937163139952845e-07,197,0.4971195457637404,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.2279889179169984e-07,0.57034052231631,5.503149446747222e-07,4.402519557397778e-07,84,0.20258966035235465,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.936463960973569e-07,0.5665715907986884,4.2440600049317866e-07,2.1749583769019428e-07,145,0.11518481225638033,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.2279889179169984e-07,0.57034052231631,4.9184120980223e-07,3.7513449100140706e-07,168,0.08671148239361749,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.1192555785689944e-07,0.43212278255105363,4.921453924941056e-07,3.937163139952845e-07,144,0.38904421229537417,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.936463960973569e-07,0.6413784788342998,4.8259338764075e-07,2.2656460325616463e-07,70,0.23951658731445521,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.8034937047374344e-07,0.36280779104994776,6e-07,4.1432091349985325e-07,123,0.46566897567865423,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.936463960973569e-07,0.6413784788342998,4.8259338764075e-07,3.8607471011260006e-07,264,0.18277498715591672,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0630306073073874e-07,0.5027195035165921,5.826930942413407e-07,2.2581897772010979e-07,60,0.4547278278559027,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.1192555785689944e-07,0.43212278255105363,4.921453924941056e-07,3.937163139952845e-07,414,0.4978057624523956,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.985994986596221e-07,0.5893808817426716,4.6761037202779297e-07,2.9827034225000236e-07,226,0.4824350643009834,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.0168103305276923e-07,0.6413784788342998,4.8259338764075e-07,3.8607471011260006e-07,414,0.4962716480966682,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.7513910339646974e-07,0.4475148120834403,5.049381428462515e-07,4.039505142770012e-07,65,0.49621025571756355,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0724083721032833e-07,0.4589629058230339,5.89073320130499e-07,4.597937868520941e-07,65,0.4899964331487788,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.9605632389036675e-07,0.6844943222279272,4e-07,2.153771343923164e-07,54,0.07471754854841571,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.1192555785689944e-07,0.6424818674456144,5.267134666753153e-07,4.213707733402523e-07,361,0.38968147674133996,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.2279889179169984e-07,0.6530509927222986,5.267134666753153e-07,4.213707733402523e-07,361,0.4899644390101867,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0604373877874816e-07,0.5969710222002326,4.6761037202779297e-07,2.9827034225000236e-07,145,0.34375727916223425,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.8034937047374344e-07,0.4589629058230339,5.89073320130499e-07,4.597937868520941e-07,231,0.0619163256428374,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.0168103305276923e-07,0.3495974033689627,4.5138220024192727e-07,3.6110576019354185e-07,108,0.49459736694779705,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.936463960973569e-07,0.5323976979709985,6e-07,2.7496219449815007e-07,143,0.49991364757608914,1,reflection_band,1485,5,20,0.5,0.2,0.3
2e-07,0.5323976979709985,5.049381428462515e-07,3.818106749519928e-07,126,0.001170472934525226,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.1192555785689944e-07,0.43212278255105363,4.921453924941056e-07,3.937163139952845e-07,89,0.05912995549317358,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0724083721032833e-07,0.4589629058230339,5.055673126381237e-07,3.0404968801814853e-07,132,0.3248590693104808,1,reflection_band,1485,5,20,0.5,0.2,0.3
2e-07,0.7,4e-07,1.609816570243394e-07,156,0.4947890319834015,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.1192555785689944e-07,0.43212278255105363,4.921453924941056e-07,3.937163139952845e-07,65,0.4643680613885018,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.1192555785689944e-07,0.43212278255105363,4.921453924941056e-07,2.7496219449815007e-07,143,0.5975432854811572,1,reflection_band,1485,5,20,0.5,0.2,0.3
2e-07,0.5323976979709985,6e-07,4.213707733402523e-07,361,0.47813904041601085,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.0168103305276923e-07,0.3495974033689627,4.972359885206845e-07,3.7513449100140706e-07,168,0.3363965972740431,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0604373877874816e-07,0.3495974033689627,4.933794289915517e-07,2.2656460325616463e-07,70,0.17871367554117706,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0484203501521694e-07,0.4767099382041282,4.921453924941056e-07,3.937163139952845e-07,197,0.4999706271956963,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.2914752095570692e-07,0.40631740341278233,6e-07,3.7096781197767533e-07,89,0.39406423031872884,1,reflection_band,1485,5,20,0.5,0.2,0.3
4e-07,0.6105334426836027,6e-07,3.5613896754402663e-07,125,0.2729018908585079,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.8034937047374344e-07,0.49902973803969697,4.921453924941056e-07,3.937163139952845e-07,197,0.47610819985210817,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.0724083721032833e-07,0.4589629058230339,5.944050208808357e-07,3.5613896754402663e-07,125,0.49243265636604183,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.0168103305276923e-07,0.3495974033689627,4e-07,2.0412084245974501e-07,141,0.15696043555248415,1,reflection_band,1485,5,20,0.5,0.2,0.3
