Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy
2.1635773096930613e-07,0.37994619863419676,4.1846530076605873e-07,2.1879166590501515e-07,377,0.004969244437616391,1,reflection_band
3.6840827944895034e-07,0.4161850100108333,4.757951601658363e-07,2.6336273433919034e-07,90,0.18234259808531111,1,reflection_band
3.5816394757835955e-07,0.43074707432399717,4.39906548051343e-07,2.789712178930803e-07,122,0.02179253976839586,1,reflection_band
2.979393758357521e-07,0.3,6e-07,1.973191112304563e-07,93,0.010387845279454487,1,reflection_band
3.6677325959361266e-07,0.4083641773308475,4.866656775201959e-07,1.017140517622527e-07,56,0.027457384999621307,1,reflection_band
2.3019774629234422e-07,0.36893103328053256,4.620682953462504e-07,3.6965463627700033e-07,15,0.0003481388768028595,1,reflection_band
3.640949735270796e-07,0.6579634111190618,4.147044438165536e-07,2.832860894002754e-07,288,0.0051912214566846885,1,reflection_band
4e-07,0.43074707432399717,4.39906548051343e-07,2.789712178930803e-07,122,0.0002959546755288228,2,reflection_band
4e-07,0.5056764036257075,6e-07,1.2743019953295634e-07,118,0.1402779893717331,2,reflection_band
3.779922026979902e-07,0.38598396615233244,4.835815401134118e-07,2.789712178930803e-07,122,0.001961753682974328,2,reflection_band
4e-07,0.7,6e-07,2.2982185871381112e-07,76,0.010080206413549977,2,reflection_band
2.1182324495069e-07,0.5043432893125435,4.0456583350129665e-07,3.2365266680103736e-07,465,0.000253752678741194,2,reflection_band
2.51096122605476e-07,0.6406512911534954,4.1975833910126253e-07,2.518892111361183e-07,76,0.0016229175425892827,2,reflection_band
2.928409693473011e-07,0.6699799503162501,4.0456583350129665e-07,3.2365266680103736e-07,465,0.0019253647782479736,2,reflection_band
3.153286238684093e-07,0.43738953053256985,5.108454137570792e-07,1.033981033853185e-07,73,0.03494532701177233,2,reflection_band
3.153286238684093e-07,0.5056764036257075,6e-07,2.032525611884561e-07,57,0.00240497269726337,2,reflection_band
4e-07,0.5083423918718497,5.048588469916937e-07,3.1049126766396384e-07,65,0.007082376453740643,2,reflection_band
4e-07,0.4311561664837763,6e-07,1.2844381062869957e-07,130,0.12878134373779201,2,reflection_band
2.51096122605476e-07,0.6406512911534954,4.840949458970025e-07,2.14731332546994e-07,256,0.02792732589231086,2,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.1049126766396384e-07,65,0.4210896475584252,2,reflection_band
3.661272524649288e-07,0.5043432893125435,4.0456583350129665e-07,3.2365266680103736e-07,465,0.0004600727475657574,2,reflection_band
2.2058942226046344e-07,0.4311561664837763,6e-07,1.2844381062869957e-07,65,0.015269899695004406,2,reflection_band
3.6840827944895034e-07,0.4161850100108333,4.757951601658363e-07,2.945315349020122e-07,351,0.0003106452361433312,2,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,1.202596041936638e-07,350,0.03399231740058351,2,reflection_band
2.619701669456976e-07,0.5178046524639568,5.485410675029715e-07,1.202596041936638e-07,255,0.027837889589915038,2,reflection_band
2.2457807430062207e-07,0.6961810386799028,5.171519427081772e-07,3.2365266680103736e-07,465,0.10436540106009327,2,reflection_band
3.4422709193333156e-07,0.6653557197472231,4.840005034546191e-07,3.1049126766396384e-07,65,0.024168395060762446,2,reflection_band
4e-07,0.5083423918718497,5.77395522361324e-07,1.8984784880953729e-07,255,0.2748173686319401,2,reflection_band
4e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,93,0.3803467474174562,2,reflection_band
3.090507242950742e-07,0.43074707432399717,4e-07,1.2743019953295634e-07,118,0.023498890637389726,2,reflection_band
4e-07,0.7,4.0239841286535185e-07,3.219187302922815e-07,465,0.0004745945862468866,2,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,2.14731332546994e-07,256,0.0063789564743260896,2,reflection_band
2.928409693473011e-07,0.31925962244018385,4.0456583350129665e-07,3.2365266680103736e-07,465,0.00022167573526669378,2,reflection_band
4e-07,0.5178046524639568,5.485410675029715e-07,1.202596041936638e-07,350,0.1522704564576415,2,reflection_band
2.5941766822592543e-07,0.491787674647456,6e-07,3.1848195924777057e-07,73,0.017229309854792877,2,reflection_band
3.4986556349702326e-07,0.6941385579754391,5.507114130073932e-07,1.033981033853185e-07,73,0.00940222915167797,2,reflection_band
3.6840827944895034e-07,0.4161850100108333,5.485410675029715e-07,1.202596041936638e-07,350,0.03871221130081163,2,reflection_band
3.6840827944895034e-07,0.6961810386799028,5.171519427081772e-07,3.014948122342096e-07,382,0.03088098735677008,2,reflection_band
2.1182324495069e-07,0.5329163731538176,5.84063902065914e-07,3.0131449111106013e-07,71,0.002348295489335777,2,reflection_band
4e-07,0.5083423918718497,4e-07,1.202596041936638e-07,350,0.29186161040102804,2,reflection_band
3.960959886068279e-07,0.5329163731538176,4.840005034546191e-07,2.945315349020122e-07,351,0.002014574579054818,2,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,465,0.5747720477722011,2,reflection_band
2.5941766822592543e-07,0.460825696823929,5.84063902065914e-07,3.0131449111106013e-07,71,0.009987728139919879,2,reflection_band
2.4764367307217647e-07,0.5043432893125435,4.0456583350129665e-07,1.017140517622527e-07,56,0.007930663439326338,2,reflection_band
2.928409693473011e-07,0.43738953053256985,5.048588469916937e-07,3.1049126766396384e-07,62,0.007831173052972524,2,reflection_band
3.153286238684093e-07,0.5043432893125435,4.0456583350129665e-07,3.2365266680103736e-07,465,0.0020407411041927616,2,reflection_band
3.260258513856771e-07,0.30144736476920664,4.840949458970025e-07,2.14731332546994e-07,256,0.03395224730867308,2,reflection_band
3.6677325959361266e-07,0.4083641773308475,4.866656775201959e-07,1.017140517622527e-07,71,0.02662341860288816,2,reflection_band
2e-07,0.5693867644821167,4.397625131179834e-07,2.1483931428707395e-07,206,0.005141892188837077,2,reflection_band
4e-07,0.7,6e-07,2.032525611884561e-07,57,0.019081548036551547,2,reflection_band
2.6134104971638783e-07,0.5178046524639568,5.485410675029715e-07,2.14731332546994e-07,256,0.004118117409456593,2,reflection_band
3.153286238684093e-07,0.460825696823929,6e-07,3.1848195924777057e-07,94,0.1761374708834888,2,reflection_band
2.51096122605476e-07,0.5329163731538176,5.84063902065914e-07,3.0131449111106013e-07,71,0.03702998927798746,2,reflection_band
3.6840827944895034e-07,0.4161850100108333,5.88600894045522e-07,1.164902376864198e-07,383,0.038227138877387136,2,reflection_band
4e-07,0.5056764036257075,4e-07,3.2e-07,465,3.062823700889896e-06,2,reflection_band
4e-07,0.5083423918718497,4e-07,3.2e-07,465,2.671200147586714e-06,2,reflection_band
3.960959886068279e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,118,0.29137846082424873,2,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,3,reflection_band
4e-07,0.6961810386799028,5.171519427081772e-07,3.014948122342096e-07,382,0.029990152470929808,3,reflection_band
3.153286238684093e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,93,0.012394482799765096,3,reflection_band
3.6840827944895034e-07,0.4161850100108333,5.485410675029715e-07,3.1049126766396384e-07,65,0.015538317025549154,3,reflection_band
3.153286238684093e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,93,0.012394482799765096,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,465,0.5747720477722011,3,reflection_band
4e-07,0.5056764036257075,5.108454137570792e-07,1.033981033853185e-07,73,0.14916558097145424,3,reflection_band
3.153286238684093e-07,0.43738953053256985,4e-07,1.2743019953295634e-07,118,0.029513495513013886,3,reflection_band
4e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,71,0.3811165310740747,3,reflection_band
4e-07,0.5083423918718497,5.77395522361324e-07,1.8984784880953729e-07,71,0.2748208815550399,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,490,0.574772047943038,3,reflection_band
4e-07,0.5056764036257075,6e-07,1.2743019953295634e-07,118,0.1402779893717331,3,reflection_band
3.6840827944895034e-07,0.4161850100108333,5.087847966389906e-07,3.2365266680103736e-07,465,0.012584850084078605,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747720237264631,3,reflection_band
4e-07,0.43738953053256985,5.048588469916937e-07,3.1049126766396384e-07,65,0.0026992491667304336,3,reflection_band
3.4422709193333156e-07,0.6653557197472231,6e-07,1.2844381062869957e-07,130,0.03622262954292872,3,reflection_band
4e-07,0.5083423918718497,4.2064521308404446e-07,1.8984784880953729e-07,465,0.26736857128536606,3,reflection_band
3.6840827944895034e-07,0.6961810386799028,5.485410675029715e-07,2.8092276159729726e-07,350,0.030410181731734966,3,reflection_band
3.153286238684093e-07,0.43738953053256985,6e-07,1.2743019953295634e-07,118,0.008135968727614245,3,reflection_band
4e-07,0.6406512911534954,4.840949458970025e-07,2.14731332546994e-07,256,0.00039104040410570647,3,reflection_band
3.3781027622180593e-07,0.43738953053256985,5.108454137570792e-07,3.1049126766396384e-07,65,0.08759791645716372,3,reflection_band
3.6840827944895034e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,118,0.2865622189114397,3,reflection_band
4e-07,0.5056764036257075,5.108454137570792e-07,1.033981033853185e-07,73,0.14916558097145424,3,reflection_band
4e-07,0.5056764036257075,6e-07,1.2743019953295634e-07,65,0.1402779893717331,3,reflection_band
4e-07,0.5083423918718497,5.77395522361324e-07,1.8984784880953729e-07,350,0.27481736863194006,3,reflection_band
3.6840827944895034e-07,0.4161850100108333,5.77395522361324e-07,1.7605862972881339e-07,255,0.0228396170040837,3,reflection_band
4e-07,0.5083423918718497,5.048588469916937e-07,3.1049126766396384e-07,65,0.007082376453740643,3,reflection_band
3.153286238684093e-07,0.43738953053256985,4.113068209298552e-07,3.2365266680103736e-07,465,0.0021068787742315027,3,reflection_band
3.153286238684093e-07,0.43738953053256985,4e-07,1.202596041936638e-07,350,0.02552321769786086,3,reflection_band
4e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,465,0.40515632650836697,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.88600894045522e-07,1.164902376864198e-07,383,0.02958262123758281,3,reflection_band
2.7031087207197e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,118,0.0016570067539700493,3,reflection_band
3.960959886068279e-07,0.5083423918718497,5.84063902065914e-07,3.0131449111106013e-07,71,0.06594828853029543,3,reflection_band
3.153286238684093e-07,0.460825696823929,6e-07,3.1848195924777057e-07,350,0.18121303962490815,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,4.0702783731119244e-07,73,0.006017806106761368,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.1049126766396384e-07,65,0.4210896475584252,3,reflection_band
4e-07,0.5056764036257075,5.171519427081772e-07,3.2365266680103736e-07,465,0.08042364345074224,3,reflection_band
4e-07,0.5178046524639568,6e-07,1.8984784880953729e-07,93,0.40925708511556835,3,reflection_band
2.619701669456976e-07,0.5178046524639568,5.171519427081772e-07,3.014948122342096e-07,382,0.0057621554524662265,3,reflection_band
4e-07,0.5083423918718497,4e-07,1.8984784880953729e-07,93,0.46552919359011735,3,reflection_band
2.619701669456976e-07,0.5329163731538176,5.84063902065914e-07,3.0131449111106013e-07,71,0.13464396786774244,3,reflection_band
3.960959886068279e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,93,0.29137846082424873,3,reflection_band
4e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,256,0.3533576941017259,3,reflection_band
2.2058942226046344e-07,0.4311561664837763,6e-07,3.1049126766396384e-07,65,0.006762532707484851,3,reflection_band
4e-07,0.7,6e-07,1.2743019953295634e-07,118,0.011240570472704645,3,reflection_band
4e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,118,0.29185399738153595,3,reflection_band
3.960959886068279e-07,0.5083423918718497,4e-07,1.202596041936638e-07,350,0.2913855883456709,3,reflection_band
4e-07,0.5083423918718497,6e-07,1.8984784880953729e-07,93,0.33099285071309564,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,65,0.5765193769620232,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,465,0.5747720477722011,3,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,1.8984784880953729e-07,465,0.006624115899278795,4,reflection_band
3.153286238684093e-07,0.5083423918718497,4e-07,1.8984784880953729e-07,93,0.03454802168957178,4,reflection_band
4e-07,0.5083423918718497,4e-07,3.2e-07,350,3.6813258109189613e-06,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,486,0.5747720477436675,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,1.8984784880953729e-07,256,0.006624115898963958,4,reflection_band
4e-07,0.5056764036257075,6e-07,3.2365266680103736e-07,350,0.09494978373561508,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747720237264631,4,reflection_band
4e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,490,0.2918539973815359,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,1.2743019953295634e-07,118,0.024228862018392496,4,reflection_band
4e-07,0.5251346721301566,5.77395522361324e-07,1.8984784880953729e-07,350,0.20575448280380543,4,reflection_band
4e-07,0.5178046524639568,5.618719184867103e-07,3.2365266680103736e-07,350,0.19214044378968329,4,reflection_band
4e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,465,0.01265285198650228,4,reflection_band
4e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,490,0.2918539973815359,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.108454137570792e-07,1.033981033853185e-07,83,0.04328466480790802,4,reflection_band
4e-07,0.5036940365974154,6e-07,3.2365266680103736e-07,490,0.09528869833418203,4,reflection_band
4e-07,0.5178046524639568,6e-07,1.8984784880953729e-07,256,0.40385380599546583,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,490,0.574772047943038,4,reflection_band
3.153286238684093e-07,0.4284181105757422,5.048588469916937e-07,3.2365266680103736e-07,65,0.574977341375871,4,reflection_band
4e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,350,0.29185399738153595,4,reflection_band
4e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,465,0.01265285198650228,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,93,0.57863388492458,4,reflection_band
4e-07,0.5083423918718497,5.087847966389906e-07,3.2365266680103736e-07,465,0.0333034524783312,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,490,0.574772047943038,4,reflection_band
3.153286238684093e-07,0.5083423918718497,4e-07,1.8984784880953729e-07,93,0.03454802168957178,4,reflection_band
4e-07,0.5178046524639568,6e-07,1.8984784880953729e-07,465,0.3738537345053753,4,reflection_band
3.960959886068279e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,465,0.01267572468467325,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,1.8984784880953729e-07,71,0.00660188984706214,4,reflection_band
3.3781027622180593e-07,0.43738953053256985,5.108454137570792e-07,1.8984784880953729e-07,350,0.010046936785537587,4,reflection_band
4e-07,0.5056764036257075,5.048588469916937e-07,3.1049126766396384e-07,65,0.006903170041374719,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747720237264631,4,reflection_band
3.960959886068279e-07,0.5083423918718497,5.087847966389906e-07,3.2365266680103736e-07,350,0.031971254897921214,4,reflection_band
3.960959886068279e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,350,0.29137846082424873,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,1.8984784880953729e-07,93,0.013722897483629244,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,4,reflection_band
4e-07,0.5056764036257075,6e-07,1.8984784880953729e-07,93,0.3803467474174562,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.1049126766396384e-07,65,0.4210896475584252,4,reflection_band
3.153286238684093e-07,0.43738953053256985,6e-07,1.8984784880953729e-07,93,0.005186708761110687,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747720237264631,4,reflection_band
4e-07,0.4204772116232399,5.087847966389906e-07,3.2365266680103736e-07,465,0.009931585705625759,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,75,0.5729132104152062,4,reflection_band
3.153286238684093e-07,0.43738953053256985,4e-07,1.202596041936638e-07,350,0.02552321769786086,4,reflection_band
4e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,93,0.29185399738153595,4,reflection_band
3.153286238684093e-07,0.4221820896080736,5.087847966389906e-07,3.2365266680103736e-07,350,0.5740822879327225,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.08460178864604e-07,93,0.358419774190213,4,reflection_band
4e-07,0.5083423918718497,6e-07,1.8984784880953729e-07,465,0.4022883395560174,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747720237264631,4,reflection_band
4e-07,0.5083423918718497,4e-07,1.8984784880953729e-07,465,0.46453372082033106,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,4,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,1.8984784880953729e-07,93,0.013722897483629244,5,reflection_band
4e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,93,0.009378449030886941,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,93,0.5756507536462334,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,5,reflection_band
3.153286238684093e-07,0.5083423918718497,4e-07,1.2743019953295634e-07,490,0.02510342396435033,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,465,0.5747720477722011,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,5,reflection_band
4e-07,0.5056764036257075,6e-07,3.2365266680103736e-07,350,0.09494978373561508,5,reflection_band
3.280788855257172e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.4388847654763377,5,reflection_band
3.153286238684093e-07,0.5327093538295711,5.048588469916937e-07,3.2365266680103736e-07,65,0.5592505393811548,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,5,reflection_band
2.7060002962505685e-07,0.43738953053256985,6e-07,1.8984784880953729e-07,256,0.00818087368490156,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,490,0.574772047943038,5,reflection_band
3.100267451497806e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5539467949679016,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,5,reflection_band
3.153286238684093e-07,0.5332123098594985,5.048588469916937e-07,3.2365266680103736e-07,486,0.5582179099373175,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747720237264631,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,93,0.57863388492458,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,65,0.5765193769620232,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,2.4629419284345543e-07,350,0.00030391674113766876,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,65,0.5765193769620232,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,486,0.5772572042876927,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,490,0.574772047943038,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,93,0.57863388492458,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,65,0.5806972934663805,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747720237264631,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,490,0.5772572035108205,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,75,0.5729132104152062,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,93,0.57863388492458,5,reflection_band
3.229473107432897e-07,0.43738953053256985,5.087847966389906e-07,3.2365266680103736e-07,350,0.553484412859542,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,93,0.57863388492458,5,reflection_band
3.153286238684093e-07,0.4284181105757422,5.087847966389906e-07,3.2365266680103736e-07,350,0.5747231206983395,5,reflection_band
3.153286238684093e-07,0.43738953053256985,5.048588469916937e-07,3.2365266680103736e-07,465,0.5772572050228091,5,reflection_band
