Lambda,DC,w,N,w_c,H,alpha_param,beta,S,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.687480655895466e-07,0.7894997436975798,4.1220150464548527e-07,298,3.144185032388775e-07,4,1.452404933731086,0.36995776444392137,2,0.42221158151116844,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.2681885128031193e-07,0.537524869279088,5.774028215616305e-07,403,2.3518543666331755e-07,4,1.4811452527044155,2.17593811354404,7,0.42221158151116844,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
