Lambda,DC,w,N,w_c,H,alpha_param,beta,S,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
3.403386234733992e-07,0.6866009512235098,4.1687256930357545e-07,474,1.3397901355451616e-07,3,2.5624391490955105,0.1969295519444314,7,0.4381364078044437,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
3.3556462206352626e-07,0.7543991751358878,4.902272190892863e-07,34,3.9218177527142905e-07,10,1.6813701495340339,0.46857492036010306,7,0.13968762263689666,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
