Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy
2.69579459215063e-07,0.3373433540157813,4.4361416656581866e-07,2.1040791911816772e-07,239,0.01105707178542037,1,delta_amp
3.6766646331852017e-07,0.49656777165433263,5.621625051196179e-07,1.9692240620660884e-07,492,16.488521352976683,1,delta_amp
3.909821578323614e-07,0.4887041867908668,4e-07,2.282708284625826e-07,79,1.0048219525253708,1,delta_amp
3.6766646331852017e-07,0.49656777165433263,5.621625051196179e-07,1.9692240620660884e-07,492,16.488521352976683,2,delta_amp
3.6766646331852017e-07,0.49656777165433263,5.621625051196179e-07,1.9692240620660884e-07,492,16.488521352976683,2,delta_amp
3.6766646331852017e-07,0.49656777165433263,5.621625051196179e-07,1.9692240620660884e-07,492,16.488521352976683,2,delta_amp
