Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy
3.8206970652471227e-07,0.7,4.74291435024673e-07,2.426934276332535e-07,127,0.19512820701188416,1,reflection_band
2.870796532332837e-07,0.3158183507461548,5.344586225067041e-07,2.7472749848427267e-07,448,0.2990355876978053,1,reflection_band
3.6025755179291075e-07,0.5646299902776738,5.083527823986674e-07,1.564280360950712e-07,85,0.12884363709027208,1,reflection_band
4e-07,0.3590070051363728,4.6806599576863747e-07,1.518840193485627e-07,125,0.09545875961550246,1,reflection_band
4e-07,0.3,4.5528072769280347e-07,2.990874972694439e-07,67,0.26342575335311796,1,reflection_band
2.6093531382437815e-07,0.3055027413802882,4e-07,2.2393684366073542e-07,133,0.29069808538723346,1,reflection_band
2.1121799943275962e-07,0.7,4e-07,1.7559171641364296e-07,98,0.29862694992742583,1,reflection_band
2.243347737477365e-07,0.34957086376669555,5.728371092801787e-07,1.1407622631336192e-07,234,0.2968334724177621,1,reflection_band
3.466274388904553e-07,0.6224085679179903,4.6283493805903633e-07,2.790796642056268e-07,51,0.06429829358922304,1,reflection_band
2.61294997196964e-07,0.7,6e-07,2.47410849526393e-07,87,0.2556019481238528,1,reflection_band
2.7941635394242464e-07,0.5724443406641642,5.463004846087269e-07,2.9466511191625807e-07,500,0.20942071077261876,1,reflection_band
2.9382493791503903e-07,0.6907185250129548,5.38203865775385e-07,1.2240183627067523e-07,391,0.2933159733528824,1,reflection_band
2.05643508699264e-07,0.36298352785223376,4.295979868561549e-07,1.7294634983407558e-07,393,0.2981487303790083,1,reflection_band
4e-07,0.6817397160749593,4.6473271032963096e-07,2.5228060450029546e-07,141,0.23306563097320335,1,reflection_band
2e-07,0.6382645487451308,4e-07,2.436527735404131e-07,134,0.10289696839656531,1,reflection_band
2.0784352547112556e-07,0.7,4e-07,3.2e-07,81,0.12893378679716114,1,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,1.2406576523812475e-07,288,0.2947935124079415,1,reflection_band
2.7932314024995905e-07,0.3440751789647679,4.847360204601135e-07,3.877888163680908e-07,57,0.28897532865013964,1,reflection_band
2.3232903475617517e-07,0.3,4e-07,3.1540815024029144e-07,122,0.10258566191108398,1,reflection_band
3.890899375779418e-07,0.4612496450117423,4.625765447513569e-07,1.5008464048251865e-07,292,0.11801396252489921,1,reflection_band
4e-07,0.6646546640254092,4.968520468977888e-07,1.8694485424420017e-07,87,0.24094992041330046,1,reflection_band
3.581408549356552e-07,0.376800599340308,4.532283084018529e-07,2.4411303095297947e-07,433,0.13366954944329254,1,reflection_band
2e-07,0.7,4e-07,1.9776756982941966e-07,120,0.29957267801812093,1,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.671357541324049e-07,1.688349775024454e-07,322,0.29782248833516256,1,reflection_band
2.32169138729543e-07,0.6482773599481255,4.034880106965566e-07,1.9449156647969626e-07,46,0.2505006745089088,1,reflection_band
3.4432461367856895e-07,0.32965007665929213,5.474194943036616e-07,2.3269013653454115e-07,79,0.1570720694733371,1,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,2.617845200323996e-07,148,0.29606742969020533,1,reflection_band
2.205966738779108e-07,0.5760009864253195,4.978046451620188e-07,2.365379126598567e-07,48,0.28678142228450143,1,reflection_band
2.289896296923356e-07,0.3430739684735532,5.745313928064712e-07,4.2329246348576515e-07,130,0.29997932200677596,1,reflection_band
3.93320878601746e-07,0.5778007885240906,4e-07,3.1935395661012007e-07,51,0.01973082600149681,1,reflection_band
3.105784967767738e-07,0.39457326436248674,5.236642081591028e-07,2.2900390600644672e-07,257,0.2890519269595767,1,reflection_band
4e-07,0.6422925125217088,5.82254755496164e-07,1.9159503007291029e-07,116,0.24686582189939021,1,reflection_band
2.955182325364653e-07,0.3243991705158889,4.614066187183841e-07,2.9548594573257e-07,57,0.2956932951701331,2,reflection_band
2.05643508699264e-07,0.36298352785223376,4e-07,1.9776756982941966e-07,120,0.29911179667519494,2,reflection_band
2.659248778732628e-07,0.648382579457774,4.653935883019106e-07,3.71263804353296e-07,68,0.29541015123582076,2,reflection_band
2.1121799943275962e-07,0.7,4e-07,3.2e-07,421,0.13217543932700654,2,reflection_band
2.7932314024995905e-07,0.3440751789647679,4.847360204601135e-07,3.3006980736479166e-07,315,0.28068443171616286,2,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,440,0.36421848277513,2,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,2.7472749848427267e-07,448,0.11108502033037604,2,reflection_band
2e-07,0.47259258420875405,6e-07,4.158700618869493e-07,16,0.299874150623446,2,reflection_band
2.1121799943275962e-07,0.7,4e-07,1.9776756982941966e-07,120,0.29946378529062484,2,reflection_band
2e-07,0.7,4e-07,3.2e-07,315,0.12707756185139177,2,reflection_band
2.243347737477365e-07,0.34957086376669555,5.728371092801787e-07,1.1407622631336192e-07,130,0.28888142971501446,2,reflection_band
2.2708251633030697e-07,0.37742046121865624,5.671357541324049e-07,1.688349775024454e-07,322,0.2978770311903867,2,reflection_band
3.105784967767738e-07,0.4682586694175478,4.19685833899653e-07,3.2335761983294716e-07,421,0.03237025186024532,2,reflection_band
2.7243392565031956e-07,0.37742046121865624,5.198375773586866e-07,4.158700618869493e-07,16,0.2878572711693045,2,reflection_band
2.05643508699264e-07,0.47259258420875405,6e-07,3.327510114936672e-07,130,0.2999693632258431,2,reflection_band
2e-07,0.5831274432709443,4.962211842794467e-07,3.7481117701297187e-07,130,0.2999623159215525,2,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,1.2240183627067523e-07,391,0.2995621541792095,2,reflection_band
2e-07,0.3243991705158889,4.614066187183841e-07,2.9548594573257e-07,280,0.29856344421964387,2,reflection_band
2e-07,0.5831274432709443,4.962211842794467e-07,3.7481117701297187e-07,68,0.2999344825862326,2,reflection_band
2.2708251633030697e-07,0.37742046121865624,5.198375773586866e-07,4.158700618869493e-07,393,0.2999588070338099,2,reflection_band
2.2708251633030697e-07,0.37742046121865624,5.198375773586866e-07,1.1407622631336192e-07,234,0.2945888194108247,2,reflection_band
2.2708251633030697e-07,0.37742046121865624,5.198375773586866e-07,2.2611553457078344e-07,315,0.2992061997339871,2,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,1.2406576523812475e-07,288,0.2947935124079415,2,reflection_band
2.1121799943275962e-07,0.7,4e-07,1.7559171641364296e-07,98,0.29862694992742583,2,reflection_band
2.205966738779108e-07,0.7,4e-07,1.7559171641364296e-07,98,0.2977946688981988,2,reflection_band
2e-07,0.7,4e-07,3.2e-07,130,0.12682917919032838,2,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.671357541324049e-07,4.2329246348576515e-07,130,0.2999920852193385,2,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.362783868867839e-07,3.4896044834241795e-07,134,0.03825111347186937,2,reflection_band
2.0344490676110737e-07,0.3430739684735532,5.745313928064712e-07,4.2329246348576515e-07,130,0.29999349553660404,2,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.745313928064712e-07,4.2329246348576515e-07,152,0.29999348961764266,2,reflection_band
2.870796532332837e-07,0.36298352785223376,4.295979868561549e-07,1.7294634983407558e-07,393,0.29798661377445745,2,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.3419060049979713,2,reflection_band
2e-07,0.47259258420875405,4e-07,1.9776756982941966e-07,120,0.2987153958262288,2,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.671357541324049e-07,1.688349775024454e-07,16,0.2650627716957504,2,reflection_band
2.1121799943275962e-07,0.4682586694175478,4.19685833899653e-07,3.2335761983294716e-07,421,0.2994317486825961,2,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.3642184827751303,2,reflection_band
2.7243392565031956e-07,0.3430739684735532,5.745313928064712e-07,4.2329246348576515e-07,130,0.28391281730044154,2,reflection_band
2e-07,0.7,4e-07,1.9776756982941966e-07,120,0.29957267801812093,2,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,3.2335761983294716e-07,421,0.29386899001566386,2,reflection_band
2.9763094308803037e-07,0.525132524241012,4.526475466795311e-07,1.2406576523812475e-07,288,0.2958971587398821,2,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.980143844766402e-07,448,0.30223083372356974,2,reflection_band
2e-07,0.47259258420875405,4.962211842794467e-07,2.456432931348876e-07,68,0.29891512635975115,2,reflection_band
2e-07,0.7,4e-07,1.9776756982941966e-07,315,0.2995713915516887,2,reflection_band
2.05643508699264e-07,0.36298352785223376,4.295979868561549e-07,1.7294634983407558e-07,445,0.2981487546533933,2,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.671357541324049e-07,3.327510114936672e-07,130,0.2996740715500294,2,reflection_band
2.6093531382437815e-07,0.3055027413802882,5.728371092801787e-07,1.1407622631336192e-07,234,0.2948023215870356,2,reflection_band
2.955182325364653e-07,0.3243991705158889,4.614066187183841e-07,2.9548594573257e-07,421,0.29947632003086505,2,reflection_band
2.9382493791503903e-07,0.525132524241012,4.526475466795311e-07,1.2406576523812475e-07,288,0.2959381805043608,2,reflection_band
2.7932314024995905e-07,0.3440751789647679,4.847360204601135e-07,3.877888163680908e-07,315,0.28817881453969757,2,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,3.7481117701297187e-07,68,0.29997460012229066,2,reflection_band
2.2268601197314755e-07,0.525132524241012,4.975179805958002e-07,3.3006980736479166e-07,440,0.2907064973132697,3,reflection_band
2e-07,0.5831274432709443,4.962211842794467e-07,3.7481117701297187e-07,448,0.2999741933812406,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,6e-07,3.7481117701297187e-07,68,0.32085729882870256,3,reflection_band
2.955182325364653e-07,0.3243991705158889,4.975179805958002e-07,3.3006980736479166e-07,315,0.053906176697453935,3,reflection_band
2.05643508699264e-07,0.3430739684735532,5.745313928064712e-07,4.2329246348576515e-07,130,0.299993035843877,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.980143844766402e-07,448,0.30223083372356974,3,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,3,reflection_band
2e-07,0.5831274432709443,4.962211842794467e-07,3.7481117701297187e-07,130,0.2999623159215525,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.962211842794467e-07,3.7481117701297187e-07,68,0.2970341575483578,3,reflection_band
2.0344490676110737e-07,0.3430739684735532,5.745313928064712e-07,4.2329246348576515e-07,315,0.29999385160992526,3,reflection_band
2.2708251633030697e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,440,0.1335996540929677,3,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,3.7481117701297187e-07,448,0.2999748624424303,3,reflection_band
2.05643508699264e-07,0.47259258420875405,6e-07,3.4604129332266494e-07,315,0.29999288116365175,3,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.745313928064712e-07,4.158700618869493e-07,16,0.2999744590062497,3,reflection_band
2.2708251633030697e-07,0.37742046121865624,5.198375773586866e-07,4.158700618869493e-07,130,0.2999377619072028,3,reflection_band
2.1121799943275962e-07,0.7,4.810581682425557e-07,1.9776756982941966e-07,130,0.28220890931895226,3,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,1.2240183627067523e-07,152,0.29378323947920454,3,reflection_band
3.2811369815381654e-07,0.3243991705158889,4.614066187183841e-07,2.456432931348876e-07,68,0.26496284865040515,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,4.2329246348576515e-07,152,0.33050187749790255,3,reflection_band
2.1121799943275962e-07,0.7,4e-07,1.7559171641364296e-07,130,0.29861269981653077,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.3642184827751303,3,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,4.158700618869493e-07,16,0.29927811211854227,3,reflection_band
2.0344490676110737e-07,0.5473227677454356,5.745313928064712e-07,4.2329246348576515e-07,68,0.2999920788479627,3,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,130,0.29707808253436674,3,reflection_band
2.870796532332837e-07,0.36298352785223376,4.975179805958002e-07,3.3006980736479166e-07,315,0.0515376294997211,3,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.745313928064712e-07,3.980143844766402e-07,448,0.2999953758354925,3,reflection_band
2.9763094308803037e-07,0.47259258420875405,6e-07,4.158700618869493e-07,16,0.30504803809483566,3,reflection_band
2.0344490676110737e-07,0.39229465904596605,6e-07,3.7481117701297187e-07,68,0.29999406061404826,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.621180373436249e-07,16,0.2788939570229546,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.3642184827751303,3,reflection_band
2.9763094308803037e-07,0.525132524241012,4.526475466795311e-07,2.1505484075292697e-07,16,0.283641475819917,3,reflection_band
2e-07,0.5831274432709443,4.962211842794467e-07,3.7481117701297187e-07,130,0.2999623159215525,3,reflection_band
2e-07,0.5831274432709443,4.962211842794467e-07,3.2335761983294716e-07,421,0.2986506537132801,3,reflection_band
2.0344490676110737e-07,0.3430739684735532,4.975179805958002e-07,3.980143844766402e-07,447,0.2999805862960085,3,reflection_band
2.394270275211303e-07,0.32103338093276523,6e-07,3.7481117701297187e-07,421,0.2999748624424408,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.980143844766402e-07,448,0.30223083372356974,3,reflection_band
2.0344490676110737e-07,0.3430739684735532,4.975179805958002e-07,3.980143844766402e-07,148,0.29996192513615577,3,reflection_band
2.2708251633030697e-07,0.39521136500899257,5.198375773586866e-07,2.2611553457078344e-07,16,0.3047562432493741,3,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.3419060049979713,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,4.2329246348576515e-07,152,0.33050187749790255,3,reflection_band
2.9763094308803037e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.14944016198357224,3,reflection_band
2.0344490676110737e-07,0.39229465904596605,5.671357541324049e-07,3.327510114936672e-07,16,0.2980002959063362,3,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,2.9548594573257e-07,44,0.3018221901892334,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,124,0.3642184826239216,3,reflection_band
2.2708251633030697e-07,0.37742046121865624,5.198375773586866e-07,2.2611553457078344e-07,448,0.2992062246582067,3,reflection_band
2.1121799943275962e-07,0.4682586694175478,5.745313928064712e-07,4.2329246348576515e-07,152,0.29999096293066896,3,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.3419060049979713,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.980143844766402e-07,152,0.29978927830197105,3,reflection_band
2e-07,0.47259258420875405,4.19685833899653e-07,3.2335761983294716e-07,421,0.2993425474374394,3,reflection_band
2.0344490676110737e-07,0.32103338093276523,6e-07,3.7481117701297187e-07,68,0.2999964328838162,3,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.920081242766167e-07,3.3006980736479166e-07,124,0.33693717467684997,4,reflection_band
2.1121799943275962e-07,0.4682586694175478,4.526475466795311e-07,3.621180373436249e-07,16,0.31691439332627686,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,3.980143844766402e-07,148,0.3137963167077038,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.526475466795311e-07,2.9548594573257e-07,44,0.08288183249726706,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,124,0.2969265101683334,4,reflection_band
2.7904522297115136e-07,0.6116804604505646,6e-07,3.980143844766402e-07,448,0.29033849207058793,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.3642184827751303,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,3.3006980736479166e-07,315,0.29356103210442175,4,reflection_band
2.2268601197314755e-07,0.525132524241012,5.745313928064712e-07,4.2329246348576515e-07,145,0.2999842985712205,4,reflection_band
2.1121799943275962e-07,0.4682586694175478,5.745313928064712e-07,4.2329246348576515e-07,152,0.29999096293066896,4,reflection_band
2.1604033021661203e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,68,0.29637094170553674,4,reflection_band
2.9763094308803037e-07,0.40085392463302894,4.975179805958002e-07,3.980143844766402e-07,315,0.2938836547765056,4,reflection_band
2.0344490676110737e-07,0.39229465904596605,4.975179805958002e-07,3.3006980736479166e-07,315,0.29948563851635,4,reflection_band
2.9763094308803037e-07,0.3354101944712161,4.975179805958002e-07,3.2335761983294716e-07,421,0.06713290942125151,4,reflection_band
2.05643508699264e-07,0.47259258420875405,4.975179805958002e-07,3.980143844766402e-07,448,0.2999782796646031,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.526475466795311e-07,3.621180373436249e-07,16,0.1440057314079642,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,6e-07,4.2329246348576515e-07,315,0.29444431189428544,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,124,0.2969265101683334,4,reflection_band
2.0344490676110737e-07,0.39229465904596605,6e-07,3.621180373436249e-07,16,0.29996706501299,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,4.2329246348576515e-07,152,0.33050187749790255,4,reflection_band
2.9763094308803037e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.14944016198357224,4,reflection_band
2.2708251633030697e-07,0.310751043658808,4.526475466795311e-07,3.621180373436249e-07,448,0.2990287600731611,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.3642184827751303,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,6e-07,4.2329246348576515e-07,315,0.29444431189428544,4,reflection_band
2.0344490676110737e-07,0.5473227677454356,5.745313928064712e-07,4.2329246348576515e-07,152,0.29999443316103264,4,reflection_band
2.2708251633030697e-07,0.3844018782632646,5.745313928064712e-07,4.2329246348576515e-07,152,0.2999799640235581,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.308949078083672e-07,3.4471592624669376e-07,152,0.298190824882639,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.3006980736479166e-07,415,0.29895684594443966,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,4,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,2.9548594573257e-07,44,0.3018221901892334,4,reflection_band
2.9763094308803037e-07,0.441682392053779,5.745313928064712e-07,4.2329246348576515e-07,315,0.3079026514325388,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,448,0.2978467723876898,4,reflection_band
2.9763094308803037e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.14944016198357224,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,16,0.34943095285389064,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.621180373436249e-07,16,0.2788939570229546,4,reflection_band
2.7885886115249e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,448,0.2801692721702396,4,reflection_band
2.9763094308803037e-07,0.47259258420875405,6e-07,3.7481117701297187e-07,68,0.3008301214609089,4,reflection_band
2.2708251633030697e-07,0.37742046121865624,5.198375773586866e-07,3.621180373436249e-07,16,0.29990932462534053,4,reflection_band
2.0344490676110737e-07,0.3430739684735532,6e-07,4.158700618869493e-07,16,0.2999185998850519,4,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,4,reflection_band
2.0344490676110737e-07,0.39521136500899257,5.198375773586866e-07,2.2611553457078344e-07,16,0.30344487253422603,4,reflection_band
2.2268601197314755e-07,0.525132524241012,4.4456840706560033e-07,3.556547256524803e-07,448,0.29735466441107156,4,reflection_band
2.0344490676110737e-07,0.3430739684735532,5.745313928064712e-07,4.2329246348576515e-07,152,0.29999392280819154,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,6e-07,3.7481117701297187e-07,68,0.32085729882870256,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.980143844766402e-07,448,0.30223083372356974,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,4.2329246348576515e-07,315,0.3305493830395163,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.3642184827751303,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,3.621180373436249e-07,16,0.30907664172756066,4,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.980143844766402e-07,315,0.3023784648242227,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.526475466795311e-07,3.621180373436249e-07,16,0.1440057314079642,5,reflection_band
2.1121799943275962e-07,0.4682586694175478,4.526475466795311e-07,3.621180373436249e-07,16,0.31691439332627686,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,5,reflection_band
2.889511939317366e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,16,0.29393006186560855,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.920081242766167e-07,3.3006980736479166e-07,315,0.3369371746765728,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.920081242766167e-07,3.3006980736479166e-07,124,0.33693717467684997,5,reflection_band
2.1121799943275962e-07,0.4682586694175478,5.745313928064712e-07,3.621180373436249e-07,16,0.299969639992217,5,reflection_band
2.2708251633030697e-07,0.6116804604505646,4.920081242766167e-07,3.3006980736479166e-07,124,0.2415350167315765,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.3642184827751303,5,reflection_band
2.2268601197314755e-07,0.525132524241012,5.745313928064712e-07,3.7481117701297187e-07,68,0.29998928417678256,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.526475466795311e-07,3.621180373436249e-07,16,0.1440057314079642,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,4.2329246348576515e-07,315,0.3305493830395163,5,reflection_band
2.2708251633030697e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,315,0.1335996537114506,5,reflection_band
2.0344490676110737e-07,0.39521136500899257,6e-07,3.7481117701297187e-07,68,0.2999941416004124,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.3006980736479166e-07,124,0.2978721782127034,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.3006980736479166e-07,16,0.29803215261632793,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,148,0.3642184827777244,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.36562300082423865,5,reflection_band
2.2268601197314755e-07,0.525132524241012,4.526475466795311e-07,3.621180373436249e-07,16,0.3419060049979713,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.3006980736479166e-07,16,0.29803215261632793,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.993664446796377e-07,3.621180373436249e-07,16,0.2997712282514548,5,reflection_band
2.9763094308803037e-07,0.37742046121865624,5.198375773586866e-07,3.621180373436249e-07,16,0.2858201334609925,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,3.621180373436249e-07,16,0.30907664172756066,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,3.621180373436249e-07,315,0.30431756327566073,5,reflection_band
2.2708251633030697e-07,0.525132524241012,4.526475466795311e-07,3.464003985062351e-07,315,0.2974687075736242,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.920081242766167e-07,3.3006980736479166e-07,315,0.3369371746765728,5,reflection_band
2.9763094308803037e-07,0.525132524241012,4.526475466795311e-07,3.3006980736479166e-07,3,0.297715986405871,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,4.975179805958002e-07,3.3006980736479166e-07,68,0.3642170566343183,5,reflection_band
2.9763094308803037e-07,0.6116804604505646,5.745313928064712e-07,2.2611553457078344e-07,16,0.29061594650867967,5,reflection_band
