Lambda,DC,w,N,w_c,H,alpha_param,beta,S,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.619195086835731e-07,0.30171708580383527,5.703227746116772e-07,316,4.2629584331792175e-07,5,0.6407612205744426,-2.747757142819221,2,0.49397702123883097,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
2.7150888206599106e-07,0.6719984167978634,4.953310003849093e-07,112,2.427101854700082e-07,9,1.152644951855732,0.22937370797120327,2,0.3486986581776377,1,reflection_band,1450.0,5.0,20,0.5,0.2,0.3
