Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.899563803638682e-07,0.24001894029977128,5.113616893478649e-07,3.108363399370667e-07,142,0.4925630266677928,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.5551450671772826e-07,0.32043836113012536,4.767199882003306e-07,3.813759905602645e-07,138,0.4961579309453746,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.287625959552225e-07,0.27543907592705674,5.01855454050107e-07,4.014843632400856e-07,196,0.49020529383204636,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.2306005050930385e-07,0.6202059100333751,4.0436935976335013e-07,3.2349548781068014e-07,57,0.49610430066827005,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.7796223868394744e-07,0.35436930512504794,5.683329151246074e-07,4.4764915280128095e-07,4,0.49599535430227676,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.2127676307472172e-07,0.10894118553076311,4.789184387101133e-07,3.8313475096809067e-07,91,0.4717639572020834,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.534711812621975e-07,0.533093248044975,5.622285998045687e-07,2.129179380011876e-07,68,0.49891404736370554,1,reflection_band,1485,5,20,0.5,0.2,0.3
2e-07,0.5481714073499653,5.113616893478649e-07,3.108363399370667e-07,378,0.49677308448117835,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.958634094581816e-07,0.27881644426598884,4.767199882003306e-07,3.813759905602645e-07,138,0.24447901427266447,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.259788552138013e-07,0.8305155301072287,5.268580747741225e-07,2.3352943288372901e-07,74,0.45768105906524614,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.10725081132913e-07,0.21225561484250666,5.942627994519268e-07,4.27828924540792e-07,360,0.49581441238411045,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.649949241188347e-07,0.41414554362158335,5.560049319588649e-07,4.0549132989334904e-07,196,0.49973186636804223,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.7796223868394744e-07,0.35436930512504794,5.732064055443924e-07,3.813759905602645e-07,138,0.22456771204178821,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.998105255449302e-07,0.7461733454746295,6e-07,2.129179380011876e-07,74,0.010261843291867167,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.912888359843136e-07,0.6807180766181689,4.6421940901042897e-07,3.713755272083432e-07,29,0.48930338398416856,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.287625959552225e-07,0.8305155301072287,5.268580747741225e-07,4.094383717058875e-07,378,0.4915596338616528,1,reflection_band,1485,5,20,0.5,0.2,0.3
2.165656428020703e-07,0.4391920552955012,4.7142782823691897e-07,2.2911375621940508e-07,119,0.22004455721635455,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.9859808661606583e-07,0.19086593662564966,5.469276491680768e-07,4.3000074476017486e-07,196,0.14388123683895226,1,reflection_band,1485,5,20,0.5,0.2,0.3
2e-07,0.2549129818612017,4e-07,2.3258562006121802e-07,112,0.2535032030360442,1,reflection_band,1485,5,20,0.5,0.2,0.3
3.2359959028848106e-07,0.32043836113012536,4.767199882003306e-07,3.813759905602645e-07,112,0.48910656334508895,1,reflection_band,1485,5,20,0.5,0.2,0.3
