Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy
3.1567333042913535e-07,0.35222108234266714,5.792082212695695e-07,4.029906609168256e-07,443,-inf,1,delta_amp
3.5034271754878704e-07,0.549762622207657,5.265389456586523e-07,2.9940833156199745e-07,58,-inf,1,delta_amp
2.0694766258166464e-07,0.572485659766244,4e-07,3.2e-07,148,-inf,1,delta_amp
3.5034271754878704e-07,0.572485659766244,4e-07,3.2e-07,148,-inf,2,delta_amp
3.5034271754878704e-07,0.549762622207657,5.265389456586523e-07,2.9940833156199745e-07,58,-inf,2,delta_amp
3.5034271754878704e-07,0.549762622207657,5.265389456586523e-07,2.9940833156199745e-07,58,-inf,2,delta_amp
