Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
3.994770206900999e-07,0.13782063649384213,4.956395551688863e-07,2.8979987458653266e-07,456,0.04327699355592019,1,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
3.7693086192634475e-07,0.5396423637585253,4.759874426929187e-07,1.0941161829410084e-07,138,0.27044768203776115,1,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.3419492612396175,1,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
3.704690348860212e-07,0.5011071072408595,4.7504168990827246e-07,1.5686775290298154e-07,60,0.20370242792232268,1,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.34194926123955866,2,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,1.4253389447738391e-07,69,0.29614812308749294,2,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.34194926123961034,2,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.3419492612395879,2,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.3419492612394547,3,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.3419492612396678,3,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.34194926123970815,3,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
4e-07,0.38708478755717607,6e-07,2.655883710028439e-07,69,0.3419492612398612,3,reflection_band,1450.0,10.0,20,0.5,0.2,0.3
