Lambda,DC,w,N,w_c,H,alpha_param,beta,S,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
3.151201089898368e-07,0.5987729462358449,5.940861899828997e-07,98,2.6275632912692575e-07,1,0.8807917678859873,1.8463829623103662,0,0.15353205788724952,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3063102489516946e-07,0.613341445262035,5.298932882902869e-07,466,4.239146306322295e-07,7,0.1196647163702727,2.3322541188328034,3,0.49303116919825757,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0037302038970833e-07,0.557546217503757,5.391305509177847e-07,34,4.308977500193484e-07,2,2.096017401642447,-1.5800268249244487,1,0.4374845739233121,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.188060051584204e-07,0.7930727614395202,4.4158007287466947e-07,84,3.532640582997356e-07,7,1.3156941933081439,0.6383750152768792,1,-0.3589156862673885,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.859706970731662e-07,0.5130175788408394,5.880492879382011e-07,107,2.158944931375188e-07,1,1.1919361628456242,1.4247254275226555,0,0.43792358397810066,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.5423644225213004e-07,0.4528151559195198,5.622822548319318e-07,109,2.1129525243743894e-07,1,0.839662742491152,1.5411542985291293,0,0.07442177465388049,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5315923880245833e-07,0.49163124958871474,5.08797112366415e-07,90,2.3092527584166506e-07,1,0.8187842729736514,1.4175802845266636,0,0.28696901127483965,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.5740577066968016e-07,0.5422314886456913,5.267423883012676e-07,112,2.719816898090359e-07,1,1.0430893096742953,1.7778143662339287,0,0.40776753696553525,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,4.4004482059079926e-07,9,2.167020114085705,0.8823520371063958,3,0.49824105431173266,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.73307552007327e-07,0.2882798706213042,5.868290238081602e-07,175,3.208377834922903e-07,5,2.207083047468318,1.252020578284173,3,0.06966471233284481,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.552588380947299e-07,0.18754247972998872,4.0539752656407306e-07,414,2.2875912201108097e-07,3,0.3847519517018899,-2.0648258128974053,1,0.4737825698615701,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.7092951616731277e-07,0.6212524441603888,5.801788047980816e-07,489,2.8752043479797747e-07,11,2.5658418976945074,-0.8466299561399429,2,0.34283597471737426,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.329253039622217e-07,0.164214174484498,5.506267042094845e-07,43,1.2039268265164396e-07,8,1.7542677368165684,0.6547210410058995,1,0.4624777990421799,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.2534286199377837e-07,0.8244369338272617,4.0565984140711114e-07,151,1.939279569806607e-07,12,1.146958431497845,-1.5019341113813192,6,0.4513405556176298,1,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,4.4004482059079926e-07,9,2.167020114085705,0.8823520371063958,3,0.49824105431173266,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.510233007922894e-07,0.5130175788408394,5.880492879382011e-07,107,2.158944931375188e-07,1,1.1919361628456242,1.4247254275226555,0,0.28548300512214925,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.859706970731662e-07,0.1646099792852992,4.222955541477425e-07,436,2.383724784528258e-07,5,2.835820823961667,-2.383676980839885,4,0.4803273273480985,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.9580872282254027e-07,0.3839443247573743,4.1362196996412616e-07,437,3.3089757597130096e-07,2,0.18752400550327875,1.1749346720762381,1,0.4956839008084602,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.575609609452496e-07,0.8174283253913613,5.143167414953981e-07,304,1.013625957672419e-07,12,2.97193904930368,0.7152740497660237,5,0.4777334958151694,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.510233007922894e-07,0.1646099792852992,4.222955541477425e-07,436,3.229673503762669e-07,15,1.7500620230751907,-0.9546406903929832,1,0.46134253954279414,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5109976315731965e-07,0.4342491625223057,5.521820035600622e-07,155,2.383724784528258e-07,5,2.835820823961667,-2.383676980839885,4,0.47876194041951387,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.5740577066968016e-07,0.5422314886456913,5.267423883012676e-07,112,4.213939106410141e-07,13,0.9442207328378834,-1.1756603762788544,3,0.46927774312426923,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.67607363092197e-07,0.21601129321826856,5.927300717927912e-07,79,2.719816898090359e-07,1,1.0430893096742953,1.7778143662339287,0,0.03505985789395248,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.9580872282254027e-07,0.3839443247573743,4.1362196996412616e-07,437,3.3089757597130096e-07,2,2.096017401642447,-1.5800268249244487,1,0.49580685112709616,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0037302038970833e-07,0.557546217503757,5.391305509177847e-07,34,4.308977500193484e-07,2,0.18752400550327875,0.7152740497660237,5,0.4384799002934041,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0486534653858366e-07,0.72713946176485,5.158479265982245e-07,353,4.1267834127857964e-07,3,2.964616724867661,-1.8027587327829862,4,0.49471019696258517,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0486534653858366e-07,0.72713946176485,5.158479265982245e-07,353,4.1267834127857964e-07,3,2.964616724867661,-1.8027587327829862,4,0.49471019696258517,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6218896830954396e-07,0.5177073788428416,5.729532285720412e-07,382,4.4004482059079926e-07,9,2.167020114085705,0.8823520371063958,3,0.49179285925271743,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,4.3631771832407164e-07,261,1.4358228081631115e-07,6,2.840415823128762,2.305233009092999,8,0.43372256349511906,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,4.4004482059079926e-07,9,0.6083980958606161,1.4496099660489281,1,0.4984257992686184,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.8338068513638796e-07,0.22098413877650086,4.2376412176118907e-07,239,1.2134506857238282e-07,9,2.167020114085705,0.8823520371063958,3,0.4320750553035167,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.552588380947299e-07,0.18754247972998872,4.0539752656407306e-07,414,2.2875912201108097e-07,3,0.8969631887504397,1.8378831223142236,0,0.46274646947822873,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.9036694243881283e-07,0.5925606908014587,4.319059005216767e-07,87,2.2840685476980844e-07,1,0.3847519517018899,-2.0648258128974053,1,0.38438949575462816,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6218896830954396e-07,0.5177073788428416,4.3631771832407164e-07,157,3.3006167586129637e-07,13,1.5603567494258685,3.102189740141245,5,0.1079677958814118,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.19138039518981903,5.484103028950646e-07,261,1.4358228081631115e-07,6,2.840415823128762,2.305233009092999,8,0.41464683849613326,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.9580872282254027e-07,0.3839443247573743,4.1362196996412616e-07,26,3.3089757597130096e-07,6,1.1050466996785906,-1.2474628852316307,8,0.44388099231782396,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.03624886880057e-07,0.6103692504906768,5.406787022923734e-07,437,3.3089757597130096e-07,2,0.18752400550327875,0.7152740497660237,5,0.007603850576193472,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.329253039622217e-07,0.164214174484498,5.506267042094845e-07,43,1.2039268265164396e-07,8,0.18752400550327875,0.7152740497660237,5,0.4609492160789859,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.9580872282254027e-07,0.3839443247573743,4.1362196996412616e-07,437,3.3089757597130096e-07,2,1.7542677368165684,0.6547210410058995,1,0.49627075923523856,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6748093777196515e-07,0.4977359247136156,5.762532096041944e-07,175,4.6100256768335554e-07,8,1.8916363480287282,-1.1222874125609108,8,0.49811594021304867,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6218896830954396e-07,0.5177073788428416,4.3631771832407164e-07,261,1.4358228081631115e-07,6,2.840415823128762,2.305233009092999,3,0.4609844634127054,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.22098413877650086,4.2376412176118907e-07,222,1.2134506857238282e-07,9,0.6083980958606161,1.4496099660489281,1,0.42428531906140277,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.8338068513638796e-07,0.19138039518981903,5.484103028950646e-07,157,3.3006167586129637e-07,13,1.5603567494258685,3.102189740141245,5,0.49119727155201215,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,4.222955541477425e-07,436,2.383724784528258e-07,5,2.835820823961667,-2.383676980839885,4,0.48422341102528427,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.510233007922894e-07,0.1646099792852992,5.729532285720412e-07,382,4.4004482059079926e-07,9,2.167020114085705,0.8823520371063958,3,0.4909652331215194,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,1.4131470891748588e-07,12,1.8837757729639075,2.7357918015690195,5,0.47003820831024296,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,3.3453197011185337e-07,9,2.167020114085705,0.8823520371063958,3,0.5946648317127383,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.0583254529341565e-07,0.5591530283629083,4.675916618459534e-07,113,2.150967242752697e-07,1,1.0128174411655704,1.4296477472723939,0,0.43847514179206837,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.458544389289067e-07,0.5227197886855165,4.1690166219037693e-07,82,2.4015449536642946e-07,1,0.9678856903815388,1.3919366187367481,0,0.4274414369049317,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6748093777196515e-07,0.4977359247136156,5.762532096041944e-07,166,1.8479483254602526e-07,10,1.462013551602686,-0.6997077571608452,5,0.13169328736941452,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5106373530899145e-07,0.4938896371191053,5.635692612082619e-07,175,4.508554089666095e-07,8,1.8916363480287282,-1.1222874125609108,3,0.4746582610557453,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.265767126024722e-07,0.36515262928383774,4.6628076813471307e-07,456,3.7302461450777047e-07,2,1.4425970591059596,-0.9546406903929832,1,0.4741216567961792,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5109976315731965e-07,0.4342491625223057,5.521820035600622e-07,155,3.229673503762669e-07,15,1.7500620230751907,1.491979236720303,8,0.494516335598105,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5109976315731965e-07,0.4342491625223057,5.521820035600622e-07,155,3.229673503762669e-07,12,1.8837757729639075,2.7357918015690195,5,0.49424695890103265,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,1.4131470891748588e-07,15,1.7500620230751907,-0.9546406903929832,1,0.4904657677104279,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.092553455421183e-07,0.3595402049581812,5.923319249992864e-07,164,4.738655399994291e-07,7,1.6011634156635979,-1.8027587327829862,4,0.42983950114929326,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0486534653858366e-07,0.72713946176485,5.158479265982245e-07,353,4.1267834127857964e-07,3,2.964616724867661,-0.5805243366299573,3,0.4936961631382009,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5106373530899145e-07,0.4938896371191053,5.635692612082619e-07,166,1.8479483254602526e-07,7,0.1196647163702727,2.3322541188328034,3,0.39987035566603535,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3063102489516946e-07,0.613341445262035,5.298932882902869e-07,466,4.239146306322295e-07,10,1.462013551602686,-0.6997077571608452,5,0.4980240132702255,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.265767126024722e-07,0.36515262928383774,5.158479265982245e-07,353,4.0122647973761e-07,3,2.964616724867661,-1.8027587327829862,4,0.4462140028856581,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0486534653858366e-07,0.72713946176485,4.6628076813471307e-07,456,3.7302461450777047e-07,2,1.4425970591059596,1.491979236720303,8,0.4928615261451403,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.19138039518981903,5.484103028950646e-07,157,3.3006167586129637e-07,1,1.1919361628456242,1.4247254275226555,0,0.494805777687038,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.859706970731662e-07,0.5130175788408394,5.880492879382011e-07,107,2.158944931375188e-07,13,1.5603567494258685,3.102189740141245,5,0.14808482475677762,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.19138039518981903,5.484103028950646e-07,157,3.3006167586129637e-07,13,1.5603567494258685,3.102189740141245,5,0.4951883467074037,2,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,3.3453197011185337e-07,9,2.167020114085705,0.8823520371063958,3,0.5946648317127383,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,305,3.3453197011185337e-07,9,2.167020114085705,0.8823520371063958,3,0.5860608975947713,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.510233007922894e-07,0.1646099792852992,5.729532285720412e-07,382,4.4004482059079926e-07,9,2.167020114085705,0.8823520371063958,3,0.4909652331215194,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.3839443247573743,4.1362196996412616e-07,437,3.3089757597130096e-07,2,2.096017401642447,-1.5800268249244487,2,0.4920005581251225,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.9580872282254027e-07,0.19138039518981903,5.484103028950646e-07,157,3.3006167586129637e-07,1,1.1919361628456242,1.4247254275226555,0,0.4961104713135039,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,3.3453197011185337e-07,9,2.167020114085705,0.8823520371063958,3,0.5946648317127383,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,3.3453197011185337e-07,9,2.167020114085705,0.8823520371063958,3,0.5946648317127383,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,1.4131470891748588e-07,15,0.7259510497458771,-0.9546406903929832,1,0.49015636066647833,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,3.3453197011185337e-07,9,2.167020114085705,0.8823520371063958,3,0.5946648317127383,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,4.4004482059079926e-07,9,1.4425970591059596,-0.9546406903929832,1,0.4983814796013925,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.265767126024722e-07,0.36515262928383774,4.6628076813471307e-07,456,3.7302461450777047e-07,2,0.6083980958606161,1.4496099660489281,1,0.475242363818864,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6748093777196515e-07,0.4977359247136156,5.762532096041944e-07,175,4.6100256768335554e-07,8,1.8916363480287282,-1.1222874125609108,8,0.49811594021304867,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6748093777196515e-07,0.4977359247136156,5.762532096041944e-07,175,4.6100256768335554e-07,8,1.8916363480287282,-1.1222874125609108,8,0.49811594021304867,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3063102489516946e-07,0.613341445262035,5.298932882902869e-07,466,4.239146306322295e-07,10,1.462013551602686,1.4496099660489281,1,0.4979748074492165,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,4.4004482059079926e-07,9,0.6083980958606161,-0.6997077571608452,5,0.4983643176060194,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.19138039518981903,5.484103028950646e-07,157,3.3006167586129637e-07,1,2.167020114085705,0.8823520371063958,3,0.4908257140989459,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,4.4004482059079926e-07,9,1.1919361628456242,1.4247254275226555,0,0.4981203722629687,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,466,4.239146306322295e-07,10,1.462013551602686,-0.6997077571608452,5,0.4983523236748264,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3063102489516946e-07,0.613341445262035,5.298932882902869e-07,382,4.239146306322295e-07,9,2.167020114085705,0.8823520371063958,3,0.4967852663417024,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5109976315731965e-07,0.4342491625223057,5.521820035600622e-07,155,3.229673503762669e-07,15,1.1919361628456242,1.4247254275226555,0,0.4960481535888209,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.19138039518981903,5.484103028950646e-07,157,3.3006167586129637e-07,1,1.7500620230751907,1.491979236720303,8,0.493504338282578,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.3049483256992374e-07,0.13801626029927663,5.729532285720412e-07,382,3.3006167586129637e-07,1,1.1919361628456242,1.4247254275226555,0,0.4958951537085163,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.297775315559824e-07,0.19138039518981903,5.484103028950646e-07,157,4.387282423160517e-07,9,2.167020114085705,0.8823520371063958,3,0.49843821257045995,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.6748093777196515e-07,0.19138039518981903,5.484103028950646e-07,157,3.3006167586129637e-07,13,1.5603567494258685,3.102189740141245,4,0.039795421866311874,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.8338068513638796e-07,0.4977359247136156,5.762532096041944e-07,175,4.6100256768335554e-07,8,1.8916363480287282,-1.1222874125609108,8,0.011464455582992486,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.5109976315731965e-07,0.4342491625223057,5.521820035600622e-07,155,3.229673503762669e-07,9,2.167020114085705,0.8823520371063958,3,0.4949077140199409,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
3.4449753253075703e-07,0.6029467985071952,4.181649626398167e-07,322,3.3453197011185337e-07,15,1.7500620230751907,1.491979236720303,8,0.5108169730739529,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0486534653858366e-07,0.72713946176485,5.158479265982245e-07,353,4.1267834127857964e-07,3,2.964616724867661,-1.8027587327829862,4,0.49471019696258517,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
2.0486534653858366e-07,0.72713946176485,5.244971234798348e-07,353,4.1267834127857964e-07,3,2.964616724867661,-0.5805243366299573,3,0.49553011640539735,3,reflection_band,1500.0,5.0,20,0.5,0.2,0.3
