Lambda,DC,w,N,w_c,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
3.6999670097252395e-07,0.5279988379096722,5.069287352430321e-07,226,4.0554298819442567e-07,0.49783907771314523,1,reflection_band,1483.3333333333333,5.0,20,0.5,0.2,0.3
2.464217733796914e-07,0.4154321093461891,4.732956319161281e-07,334,2.291436899021916e-07,0.4935378844251399,1,reflection_band,1483.3333333333333,5.0,20,0.5,0.2,0.3
2.504231957617858e-07,0.37370054685997556,5.80073252821461e-07,183,4.339926193685152e-07,0.49977204055309704,1,reflection_band,1483.3333333333333,5.0,20,0.5,0.2,0.3
2.504231957617858e-07,0.37370054685997556,5.80073252821461e-07,183,4.339926193685152e-07,0.49977204055309704,2,reflection_band,1483.3333333333333,5.0,20,0.5,0.2,0.3
2.504231957617858e-07,0.37370054685997556,5.80073252821461e-07,183,4.339926193685152e-07,0.49977204055309704,2,reflection_band,1483.3333333333333,5.0,20,0.5,0.2,0.3
2.504231957617858e-07,0.37370054685997556,5.80073252821461e-07,183,4.339926193685152e-07,0.49977204055309704,2,reflection_band,1483.3333333333333,5.0,20,0.5,0.2,0.3
