Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy,target_center_nm,target_bw_nm,target_trans_bw_nm,w_rej,w_pass,w_trans
2.003513219715707e-07,0.3969449807642627,6e-07,2.701277379677727e-07,163,0.21698727134012413,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.003513219715707e-07,0.3969449807642627,5.979296875532931e-07,2.3482392346061977e-07,52,0.2286596144248924,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.3134690478110184e-07,0.40014502444598166,5.531797258328379e-07,3.7242564949276e-07,314,0.29915998498644414,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.0659855192162198e-07,0.6045380883485374,5.979296875532931e-07,2.3482392346061977e-07,52,0.2999476318857072,1,reflection_band,1485,5,20,0.3,0.3,0.4
2e-07,0.4633580084670728,4.921953322018791e-07,2.8401523909918143e-07,277,0.29622223916022544,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.4380193029726506e-07,0.5363082028957515,5.010756109612737e-07,1.0689853694199456e-07,455,0.21952278974749,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.2084376714474437e-07,0.5807498677054261,6e-07,2.583533961625873e-07,83,0.027480606965078508,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.2084376714474437e-07,0.5807498677054261,6e-07,4.262016676595861e-07,435,0.2665657396899945,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.003513219715707e-07,0.31958459348992657,4.116314792735111e-07,2.3541536447122107e-07,31,0.18512125154605763,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.8735692687498606e-07,0.6924750978040004,4.1008021393375097e-07,3.125754717040799e-07,303,0.07664261082738658,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.2084376714474437e-07,0.5807498677054261,6e-07,3.0169394348421984e-07,128,0.2775852723158469,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.6976149910185596e-07,0.4261187816912926,5.879647004248944e-07,2.0130016962064625e-07,163,0.03095034770842866,1,reflection_band,1485,5,20,0.3,0.3,0.4
3.3079871709381676e-07,0.5807817183676734,4.0859492533656156e-07,3.125754717040799e-07,303,0.2641069818662766,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.3134690478110184e-07,0.4633580084670728,4.6599294613551304e-07,1.5535033195483087e-07,366,0.07608076389985996,1,reflection_band,1485,5,20,0.3,0.3,0.4
3.3853856155003644e-07,0.6516546600271502,4.1310897543021477e-07,2.3691712074272737e-07,70,0.2877897791815338,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.2691708683896627e-07,0.7,6e-07,3.0169394348421984e-07,128,0.29646134956046366,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.3134690478110184e-07,0.4633580084670728,4.921953322018791e-07,2.8401523909918143e-07,330,0.0049212748381640215,1,reflection_band,1485,5,20,0.3,0.3,0.4
2e-07,0.7,5.849282479044586e-07,2.344149316486675e-07,128,0.2835478496509938,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.3134690478110184e-07,0.4633580084670728,4.921953322018791e-07,2.8401523909918143e-07,83,0.15057095504004347,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.4380193029726506e-07,0.42575314607373344,4.170519210585942e-07,3.108320481162888e-07,83,0.29676499163138154,1,reflection_band,1485,5,20,0.3,0.3,0.4
3.3079871709381676e-07,0.5807817183676734,5.879647004248944e-07,1.9469365313061271e-07,163,0.294102231495278,1,reflection_band,1485,5,20,0.3,0.3,0.4
3.3079871709381676e-07,0.5807817183676734,4.0859492533656156e-07,3.125754717040799e-07,128,0.23510428981569198,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.8735692687498606e-07,0.6924750978040004,5.772650990106633e-07,3.0169394348421984e-07,128,0.29893468290436326,1,reflection_band,1485,5,20,0.3,0.3,0.4
2.4400531328238026e-07,0.40014502444598166,5.531797258328379e-07,1.0689853694199456e-07,455,0.23917504770905776,1,reflection_band,1485,5,20,0.3,0.3,0.4
3.904514664413367e-07,0.4246711556936187,6e-07,2.583533961625873e-07,83,0.05575779341265935,1,reflection_band,1485,5,20,0.3,0.3,0.4
3.904514664413367e-07,0.4246711556936187,5.979296875532931e-07,2.3541536447122107e-07,31,0.0444178609306364,1,reflection_band,1485,5,20,0.3,0.3,0.4
3.3079871709381676e-07,0.4224422296542643,6e-07,3.0169394348421984e-07,128,0.7385116414491726,1,reflection_band,1485,5,20,0.3,0.3,0.4
